id_evento,nombre_evento,ubicacion,fecha,categoria,necesidad_especial,integrantes,edad_minima,modalidad,precio,link,descripcion
5426,Acuario de Gijón,Asturias,2025-07-11 00:00:00,Exposición,Auditiva,2,2,Cubierto,Por confirmar,https://acuariodegijon.es/,Disfruta de un exposición familiar en Acuario de Gijón en Asturias el 11 de July de 2025.
5428,Museo Naval de Madrid,Madrid,2025-01-01 00:00:00,Concierto,Movilidad reducida,5,8,Cubierto,Desde 30€,https://www.armada.mde.es/MuseoNaval/,Disfruta de un concierto familiar en Museo Naval de Madrid en Madrid el 1 de January de 2025.
5430,Festival Emérita Lúdica Mérida,Badajoz,2025-11-12 00:00:00,Festival,Cognitiva,4,0,Al aire libre,Desde 5€,https://meridaludica.com/,Disfruta de un festival familiar en Festival Emérita Lúdica Mérida en Badajoz el 12 de November de 2025.
5431,Dinópolis Teruel,Teruel,2025-10-05 00:00:00,Parque Temático,Auditiva,3,2,Al aire libre,Desde 5€,https://www.dinopolis.com/,Disfruta de un parque temático familiar en Dinópolis Teruel en Teruel el 5 de October de 2025.
5432,CaixaForum Barcelona,Barcelona,2025-12-23 00:00:00,Museo,Ninguna,2,0,Al aire libre,Gratis,https://caixaforum.org/es/barcelona,Disfruta de un museo familiar en CaixaForum Barcelona en Barcelona el 23 de December de 2025.
5435,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-04-10 00:00:00,Exposición,Auditiva,2,0,Al aire libre,Desde 20€,https://parquedecabarceno.com/,Disfruta de un exposición familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 10 de April de 2025.
5438,PortAventura World,Madrid,2025-12-26 00:00:00,Concierto,Cognitiva,5,5,Cubierto,Por confirmar,https://www.portaventuraworld.com/,Disfruta de un concierto familiar en PortAventura World en Madrid el 26 de December de 2025.
5439,CaixaForum Barcelona,Barcelona,2025-10-29 00:00:00,Museo,Cognitiva,2,5,Cubierto,Desde 5€,https://caixaforum.org/es/barcelona,Disfruta de un museo familiar en CaixaForum Barcelona en Barcelona el 29 de October de 2025.
5440,Biblioteca Eugenio Trías actividades infantiles,Madrid,2025-10-25 00:00:00,Parque Temático,Visual,3,0,Al aire libre,Desde 5€,https://www.madrid.es/portales/munimadrid,Disfruta de un parque temático familiar en Biblioteca Eugenio Trías actividades infantiles en Madrid el 25 de October de 2025.
5442,Jurassic World Experience Madrid,Madrid,2025-09-06 00:00:00,Parque Temático,Visual,3,8,Cubierto,Gratis,https://jurassicworldexperience.es/,Disfruta de un parque temático familiar en Jurassic World Experience Madrid en Madrid el 6 de September de 2025.
5443,Atlantis Aquarium Madrid,Madrid,2025-05-26 00:00:00,Parque Temático,Auditiva,3,8,Cubierto,Por confirmar,https://www.atlantisaquarium-madrid.es/,Disfruta de un parque temático familiar en Atlantis Aquarium Madrid en Madrid el 26 de May de 2025.
5444,CaixaForum Madrid,Madrid,2025-06-28 00:00:00,Espectáculo,Auditiva,4,2,Cubierto,Por confirmar,https://caixaforum.org/es/madrid,Disfruta de un espectáculo familiar en CaixaForum Madrid en Madrid el 28 de June de 2025.
5445,Oceanogràfic Valencia,Valencia,2025-06-12 00:00:00,Literatura,Ninguna,1,0,Cubierto,Por confirmar,https://www.oceanografic.org/,Disfruta de un literatura familiar en Oceanogràfic Valencia en Valencia el 12 de June de 2025.
5446,CosmoCaixa Barcelona,Barcelona,2025-05-20 00:00:00,Espectáculo,Ninguna,4,2,Cubierto,Desde 10€,https://cosmocaixa.org/,Disfruta de un espectáculo familiar en CosmoCaixa Barcelona en Barcelona el 20 de May de 2025.
5447,Museo del Prado actividades familiares,Bizkaia,2025-06-17 00:00:00,Museo,Auditiva,2,5,Al aire libre,Desde 30€,https://www.museodelprado.es/,Disfruta de un museo familiar en Museo del Prado actividades familiares en Bizkaia el 17 de June de 2025.
5448,Maratón de los Cuentos Guadalajara,Guadalajara,2025-04-09 00:00:00,Parque Temático,Movilidad reducida,5,8,Al aire libre,Desde 30€,https://www.maratondeloscuentos.org/,Disfruta de un parque temático familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 9 de April de 2025.
5449,PortAventura World,Madrid,2025-12-22 00:00:00,Concierto,Ninguna,5,0,Cubierto,Desde 10€,https://www.portaventuraworld.com/,Disfruta de un concierto familiar en PortAventura World en Madrid el 22 de December de 2025.
5451,CosmoCaixa Barcelona,Barcelona,2025-07-04 00:00:00,Concierto,Movilidad reducida,4,2,Cubierto,Desde 5€,https://cosmocaixa.org/,Disfruta de un concierto familiar en CosmoCaixa Barcelona en Barcelona el 4 de July de 2025.
5452,Maratón de los Cuentos Guadalajara,Guadalajara,2025-06-05 00:00:00,Concierto,Auditiva,4,8,Cubierto,Desde 20€,https://www.maratondeloscuentos.org/,Disfruta de un concierto familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 5 de June de 2025.
5454,Feria Medieval Ibiza,Illes Balears,2025-11-15 00:00:00,Festival,Cognitiva,5,5,Al aire libre,Desde 5€,https://ibiza.travel/,Disfruta de un festival familiar en Feria Medieval Ibiza en Illes Balears el 15 de November de 2025.
5455,Biblioteca Eugenio Trías actividades infantiles,Madrid,2025-03-28 00:00:00,Festival,Ninguna,3,0,Al aire libre,Desde 10€,https://www.madrid.es/portales/munimadrid,Disfruta de un festival familiar en Biblioteca Eugenio Trías actividades infantiles en Madrid el 28 de March de 2025.
5456,Museo del Prado actividades familiares,Bizkaia,2025-02-08 00:00:00,Parque Temático,Ninguna,5,5,Cubierto,Gratis,https://www.museodelprado.es/,Disfruta de un parque temático familiar en Museo del Prado actividades familiares en Bizkaia el 8 de February de 2025.
5457,Concierto Aitana Estadio Metropolitano,Madrid,2025-12-21 00:00:00,Museo,Cognitiva,2,0,Al aire libre,Desde 30€,https://aitanamusic.es/,Disfruta de un museo familiar en Concierto Aitana Estadio Metropolitano en Madrid el 21 de December de 2025.
5458,Familyland Tres Cantos,Madrid,2025-11-19 00:00:00,Festival,Cognitiva,5,8,Al aire libre,Desde 5€,https://familyland.es/,Disfruta de un festival familiar en Familyland Tres Cantos en Madrid el 19 de November de 2025.
5460,Acuario de Gijón,Asturias,2025-11-11 00:00:00,Parque Temático,Movilidad reducida,3,5,Cubierto,Desde 10€,https://acuariodegijon.es/,Disfruta de un parque temático familiar en Acuario de Gijón en Asturias el 11 de November de 2025.
5462,Festival Emérita Lúdica Mérida,Badajoz,2025-06-01 00:00:00,Parque Temático,Movilidad reducida,5,2,Cubierto,Por confirmar,https://meridaludica.com/,Disfruta de un parque temático familiar en Festival Emérita Lúdica Mérida en Badajoz el 1 de June de 2025.
5463,Festival Pirineos Sur,Madrid,2025-09-04 00:00:00,Literatura,Movilidad reducida,2,8,Cubierto,Desde 30€,https://pirineos-sur.es/,Disfruta de un literatura familiar en Festival Pirineos Sur en Madrid el 4 de September de 2025.
5465,Museo de Cera de Madrid,Madrid,2025-12-19 00:00:00,Museo,Cognitiva,2,2,Al aire libre,Desde 20€,https://www.museoceramadrid.com/,Disfruta de un museo familiar en Museo de Cera de Madrid en Madrid el 19 de December de 2025.
5466,Pueblo Español de Barcelona,Barcelona,2025-07-08 00:00:00,Espectáculo,Movilidad reducida,4,8,Al aire libre,Desde 20€,https://poble-espanyol.com/,Disfruta de un espectáculo familiar en Pueblo Español de Barcelona en Barcelona el 8 de July de 2025.
5467,Festival de Magia - Parque de Atracciones,Madrid,2025-11-22 00:00:00,Festival,Auditiva,4,8,Al aire libre,Desde 5€,https://parquedeatracciones.es/eventos/festival-magia,Disfruta de un festival familiar en Festival de Magia - Parque de Atracciones en Madrid el 22 de November de 2025.
5471,CaixaForum Barcelona,Barcelona,2025-01-21 00:00:00,Parque Temático,Auditiva,5,5,Al aire libre,Desde 10€,https://caixaforum.org/es/barcelona,Disfruta de un parque temático familiar en CaixaForum Barcelona en Barcelona el 21 de January de 2025.
5472,Biblioteca Eugenio Trías actividades infantiles,Madrid,2025-05-29 00:00:00,Parque Temático,Auditiva,4,2,Cubierto,Desde 10€,https://www.madrid.es/portales/munimadrid,Disfruta de un parque temático familiar en Biblioteca Eugenio Trías actividades infantiles en Madrid el 29 de May de 2025.
5474,Zoo Aquarium de Madrid,Madrid,2025-07-14 00:00:00,Espectáculo,Cognitiva,4,2,Cubierto,Desde 10€,https://www.zoomadrid.com/,Disfruta de un espectáculo familiar en Zoo Aquarium de Madrid en Madrid el 14 de July de 2025.
5475,Museo del Ferrocarril de Madrid,Madrid,2025-12-15 00:00:00,Parque Temático,Movilidad reducida,4,0,Al aire libre,Gratis,https://www.museodelferrocarril.org/,Disfruta de un parque temático familiar en Museo del Ferrocarril de Madrid en Madrid el 15 de December de 2025.
5476,Museo del Prado actividades familiares,Bizkaia,2025-10-18 00:00:00,Espectáculo,Auditiva,5,5,Cubierto,Gratis,https://www.museodelprado.es/,Disfruta de un espectáculo familiar en Museo del Prado actividades familiares en Bizkaia el 18 de October de 2025.
5478,Festival Pirineos Sur,Madrid,2025-11-04 00:00:00,Literatura,Auditiva,2,5,Cubierto,Desde 30€,https://pirineos-sur.es/,Disfruta de un literatura familiar en Festival Pirineos Sur en Madrid el 4 de November de 2025.
5479,Festival Emérita Lúdica Mérida,Badajoz,2025-01-24 00:00:00,Museo,Ninguna,2,2,Cubierto,Desde 30€,https://meridaludica.com/,Disfruta de un museo familiar en Festival Emérita Lúdica Mérida en Badajoz el 24 de January de 2025.
5480,Zoo Aquarium de Madrid,Madrid,2025-02-06 00:00:00,Literatura,Cognitiva,2,2,Cubierto,Desde 20€,https://www.zoomadrid.com/,Disfruta de un literatura familiar en Zoo Aquarium de Madrid en Madrid el 6 de February de 2025.
5481,Feria Medieval Ibiza,Illes Balears,2025-10-11 00:00:00,Exposición,Movilidad reducida,1,2,Cubierto,Desde 20€,https://ibiza.travel/,Disfruta de un exposición familiar en Feria Medieval Ibiza en Illes Balears el 11 de October de 2025.
5482,Festival Tomavistas Madrid,Madrid,2025-09-28 00:00:00,Concierto,Visual,3,2,Al aire libre,Desde 20€,https://www.tomavistasfestival.com/,Disfruta de un concierto familiar en Festival Tomavistas Madrid en Madrid el 28 de September de 2025.
5483,Museo de la Ciencia Valladolid,Valladolid,2025-11-04 00:00:00,Espectáculo,Ninguna,3,5,Cubierto,Desde 20€,https://museocienciavalladolid.es/,Disfruta de un espectáculo familiar en Museo de la Ciencia Valladolid en Valladolid el 4 de November de 2025.
5487,Atlantis Aquarium Madrid,Madrid,2025-12-12 00:00:00,Parque Temático,Ninguna,5,5,Al aire libre,Desde 5€,https://www.atlantisaquarium-madrid.es/,Disfruta de un parque temático familiar en Atlantis Aquarium Madrid en Madrid el 12 de December de 2025.
5488,Laberinto de Villapresente Cantabria,Cantabria,2025-11-13 00:00:00,Festival,Cognitiva,4,5,Cubierto,Desde 5€,https://laberintodevillapresente.es/,Disfruta de un festival familiar en Laberinto de Villapresente Cantabria en Cantabria el 13 de November de 2025.
5490,Harpia Balaguer Medieval Lleida,Lleida,2025-11-22 00:00:00,Exposición,Auditiva,1,0,Cubierto,Gratis,https://balaguer.cat/portal/,Disfruta de un exposición familiar en Harpia Balaguer Medieval Lleida en Lleida el 22 de November de 2025.
5492,Festival Pirineos Sur,Madrid,2025-07-16 00:00:00,Literatura,Movilidad reducida,2,0,Cubierto,Desde 10€,https://pirineos-sur.es/,Disfruta de un literatura familiar en Festival Pirineos Sur en Madrid el 16 de July de 2025.
5493,Museo del Prado actividades familiares,Bizkaia,2025-03-13 00:00:00,Festival,Visual,4,8,Cubierto,Gratis,https://www.museodelprado.es/,Disfruta de un festival familiar en Museo del Prado actividades familiares en Bizkaia el 13 de March de 2025.
5495,L'Aquàrium Barcelona,Barcelona,2025-12-21 00:00:00,Exposición,Movilidad reducida,2,2,Cubierto,Por confirmar,https://www.aquariumbcn.com/,Disfruta de un exposición familiar en L'Aquàrium Barcelona en Barcelona el 21 de December de 2025.
5496,Festival de los Sentidos Albacete,Albacete,2025-12-10 00:00:00,Concierto,Auditiva,4,0,Cubierto,Desde 30€,https://festivaldelossentidos.com/,Disfruta de un concierto familiar en Festival de los Sentidos Albacete en Albacete el 10 de December de 2025.
5497,Museo de la Felicidad Madrid,Madrid,2025-10-11 00:00:00,Festival,Auditiva,3,5,Cubierto,Por confirmar,https://www.museodelafelicidad.es/,Disfruta de un festival familiar en Museo de la Felicidad Madrid en Madrid el 11 de October de 2025.
5498,Ciudad de las Artes y las Ciencias Valencia,Valencia,2025-03-26 00:00:00,Festival,Visual,3,8,Al aire libre,Desde 30€,https://cac.es/,Disfruta de un festival familiar en Ciudad de las Artes y las Ciencias Valencia en Valencia el 26 de March de 2025.
5500,CosmoCaixa Barcelona,Barcelona,2025-02-21 00:00:00,Parque Temático,Ninguna,4,2,Al aire libre,Por confirmar,https://cosmocaixa.org/,Disfruta de un parque temático familiar en CosmoCaixa Barcelona en Barcelona el 21 de February de 2025.
5501,Oceanogràfic Valencia,Valencia,2025-03-29 00:00:00,Museo,Movilidad reducida,1,8,Al aire libre,Desde 5€,https://www.oceanografic.org/,Disfruta de un museo familiar en Oceanogràfic Valencia en Valencia el 29 de March de 2025.
5503,PortAventura World,Madrid,2025-08-21 00:00:00,Museo,Movilidad reducida,2,5,Al aire libre,Por confirmar,https://www.portaventuraworld.com/,Disfruta de un museo familiar en PortAventura World en Madrid el 21 de August de 2025.
5504,Pueblo Español de Barcelona,Barcelona,2025-06-12 00:00:00,Literatura,Auditiva,2,5,Cubierto,Desde 30€,https://poble-espanyol.com/,Disfruta de un literatura familiar en Pueblo Español de Barcelona en Barcelona el 12 de June de 2025.
5508,Festival Pirineos Sur,Madrid,2025-06-03 00:00:00,Espectáculo,Auditiva,5,5,Cubierto,Gratis,https://pirineos-sur.es/,Disfruta de un espectáculo familiar en Festival Pirineos Sur en Madrid el 3 de June de 2025.
5511,Oceanogràfic Valencia,Valencia,2025-01-22 00:00:00,Parque Temático,Ninguna,3,0,Al aire libre,Gratis,https://www.oceanografic.org/,Disfruta de un parque temático familiar en Oceanogràfic Valencia en Valencia el 22 de January de 2025.
5512,Museo del Ferrocarril de Madrid,Madrid,2025-11-18 00:00:00,Museo,Auditiva,2,0,Cubierto,Desde 20€,https://www.museodelferrocarril.org/,Disfruta de un museo familiar en Museo del Ferrocarril de Madrid en Madrid el 18 de November de 2025.
5513,Parque de Aventuras Amazonia,Madrid,2025-12-16 00:00:00,Concierto,Ninguna,3,2,Al aire libre,Desde 5€,https://www.parqueaventuraamazonia.com/,Disfruta de un concierto familiar en Parque de Aventuras Amazonia en Madrid el 16 de December de 2025.
5515,Maratón de los Cuentos Guadalajara,Guadalajara,2025-06-11 00:00:00,Festival,Auditiva,4,2,Al aire libre,Desde 20€,https://www.maratondeloscuentos.org/,Disfruta de un festival familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 11 de June de 2025.
5516,Bioparc Valencia,Valencia,2025-05-05 00:00:00,Concierto,Auditiva,3,8,Cubierto,Gratis,https://www.bioparcvalencia.es/,Disfruta de un concierto familiar en Bioparc Valencia en Valencia el 5 de May de 2025.
5517,Feria Medieval Ibiza,Illes Balears,2025-11-18 00:00:00,Exposición,Ninguna,2,0,Al aire libre,Por confirmar,https://ibiza.travel/,Disfruta de un exposición familiar en Feria Medieval Ibiza en Illes Balears el 18 de November de 2025.
5518,Teleférico de Madrid,Madrid,2025-06-05 00:00:00,Literatura,Auditiva,2,5,Al aire libre,Por confirmar,https://teleferico.emtmadrid.es/,Disfruta de un literatura familiar en Teleférico de Madrid en Madrid el 5 de June de 2025.
5520,Castillo de Manzanares el Real,Ciudad Real,2025-10-05 00:00:00,Exposición,Ninguna,2,8,Cubierto,Desde 10€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real,Disfruta de un exposición familiar en Castillo de Manzanares el Real en Ciudad Real el 5 de October de 2025.
5521,Festival Emérita Lúdica Mérida,Badajoz,2025-12-23 00:00:00,Concierto,Visual,5,0,Al aire libre,Gratis,https://meridaludica.com/,Disfruta de un concierto familiar en Festival Emérita Lúdica Mérida en Badajoz el 23 de December de 2025.
5524,Atlantis Aquarium Madrid,Madrid,2025-01-29 00:00:00,Exposición,Movilidad reducida,2,8,Cubierto,Desde 20€,https://www.atlantisaquarium-madrid.es/,Disfruta de un exposición familiar en Atlantis Aquarium Madrid en Madrid el 29 de January de 2025.
5525,Teleférico de Madrid,Madrid,2025-09-27 00:00:00,Espectáculo,Ninguna,4,5,Al aire libre,Desde 5€,https://teleferico.emtmadrid.es/,Disfruta de un espectáculo familiar en Teleférico de Madrid en Madrid el 27 de September de 2025.
5528,Oceanogràfic Valencia,Valencia,2025-02-09 00:00:00,Parque Temático,Cognitiva,4,2,Al aire libre,Desde 10€,https://www.oceanografic.org/,Disfruta de un parque temático familiar en Oceanogràfic Valencia en Valencia el 9 de February de 2025.
5530,Isla Mágica Sevilla,Sevilla,2025-04-23 00:00:00,Festival,Cognitiva,5,8,Al aire libre,Gratis,https://www.islamagica.es/,Disfruta de un festival familiar en Isla Mágica Sevilla en Sevilla el 23 de April de 2025.
5531,PortAventura World,Madrid,2025-03-04 00:00:00,Festival,Movilidad reducida,5,0,Al aire libre,Desde 20€,https://www.portaventuraworld.com/,Disfruta de un festival familiar en PortAventura World en Madrid el 4 de March de 2025.
5532,Festival Pirineos Sur,Madrid,2025-12-17 00:00:00,Museo,Cognitiva,2,8,Cubierto,Gratis,https://pirineos-sur.es/,Disfruta de un museo familiar en Festival Pirineos Sur en Madrid el 17 de December de 2025.
5534,Museo del Ferrocarril de Madrid,Madrid,2025-08-25 00:00:00,Espectáculo,Cognitiva,3,2,Cubierto,Desde 5€,https://www.museodelferrocarril.org/,Disfruta de un espectáculo familiar en Museo del Ferrocarril de Madrid en Madrid el 25 de August de 2025.
5535,Festival Pirineos Sur,Madrid,2025-12-29 00:00:00,Festival,Auditiva,5,5,Cubierto,Desde 20€,https://pirineos-sur.es/,Disfruta de un festival familiar en Festival Pirineos Sur en Madrid el 29 de December de 2025.
5536,Atlantis Aquarium Madrid,Madrid,2025-12-20 00:00:00,Museo,Visual,1,0,Cubierto,Por confirmar,https://www.atlantisaquarium-madrid.es/,Disfruta de un museo familiar en Atlantis Aquarium Madrid en Madrid el 20 de December de 2025.
5537,Museo Interactivo de la Música Málaga,Málaga,2025-06-09 00:00:00,Festival,Visual,3,5,Cubierto,Desde 20€,https://www.musicaenaccion.com/,Disfruta de un festival familiar en Museo Interactivo de la Música Málaga en Málaga el 9 de June de 2025.
5538,Museo Nacional de Ciencias Naturales,Madrid,2025-01-02 00:00:00,Literatura,Ninguna,2,8,Cubierto,Desde 10€,https://www.mncn.csic.es/,Disfruta de un literatura familiar en Museo Nacional de Ciencias Naturales en Madrid el 2 de January de 2025.
5541,Castillo de Manzanares el Real,Ciudad Real,2025-12-14 00:00:00,Parque Temático,Cognitiva,5,5,Cubierto,Gratis,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real,Disfruta de un parque temático familiar en Castillo de Manzanares el Real en Ciudad Real el 14 de December de 2025.
5543,L'Aquàrium Barcelona,Barcelona,2025-03-02 00:00:00,Espectáculo,Ninguna,5,0,Al aire libre,Desde 10€,https://www.aquariumbcn.com/,Disfruta de un espectáculo familiar en L'Aquàrium Barcelona en Barcelona el 2 de March de 2025.
5546,Parque Warner Madrid,Madrid,2025-04-15 00:00:00,Concierto,Visual,3,5,Al aire libre,Desde 30€,https://www.parquewarner.com/,Disfruta de un concierto familiar en Parque Warner Madrid en Madrid el 15 de April de 2025.
5548,Museo Nacional de Ciencias Naturales,Madrid,2025-07-07 00:00:00,Parque Temático,Ninguna,4,5,Cubierto,Desde 20€,https://www.mncn.csic.es/,Disfruta de un parque temático familiar en Museo Nacional de Ciencias Naturales en Madrid el 7 de July de 2025.
5549,Museo de la Felicidad Madrid,Madrid,2025-12-14 00:00:00,Parque Temático,Visual,4,0,Al aire libre,Gratis,https://www.museodelafelicidad.es/,Disfruta de un parque temático familiar en Museo de la Felicidad Madrid en Madrid el 14 de December de 2025.
5550,Castillo de Manzanares el Real,Ciudad Real,2025-04-18 00:00:00,Museo,Ninguna,2,8,Cubierto,Desde 20€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real,Disfruta de un museo familiar en Castillo de Manzanares el Real en Ciudad Real el 18 de April de 2025.
5551,CaixaForum Madrid,Madrid,2025-09-25 00:00:00,Exposición,Movilidad reducida,2,0,Cubierto,Desde 5€,https://caixaforum.org/es/madrid,Disfruta de un exposición familiar en CaixaForum Madrid en Madrid el 25 de September de 2025.
5553,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-12-31 00:00:00,Museo,Visual,2,0,Al aire libre,Desde 5€,https://parquedecabarceno.com/,Disfruta de un museo familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 31 de December de 2025.
5554,Museo de la Ciencia Valladolid,Valladolid,2025-01-06 00:00:00,Exposición,Cognitiva,1,8,Cubierto,Desde 20€,https://museocienciavalladolid.es/,Disfruta de un exposición familiar en Museo de la Ciencia Valladolid en Valladolid el 6 de January de 2025.
5555,Festival de Magia - Parque de Atracciones,Madrid,2025-01-21 00:00:00,Literatura,Visual,2,2,Al aire libre,Gratis,https://parquedeatracciones.es/eventos/festival-magia,Disfruta de un literatura familiar en Festival de Magia - Parque de Atracciones en Madrid el 21 de January de 2025.
5559,Museo de la Ciencia Valladolid,Valladolid,2025-10-01 00:00:00,Museo,Auditiva,1,8,Al aire libre,Desde 5€,https://museocienciavalladolid.es/,Disfruta de un museo familiar en Museo de la Ciencia Valladolid en Valladolid el 1 de October de 2025.
5560,Teleférico de Madrid,Madrid,2025-09-13 00:00:00,Literatura,Auditiva,1,8,Al aire libre,Desde 5€,https://teleferico.emtmadrid.es/,Disfruta de un literatura familiar en Teleférico de Madrid en Madrid el 13 de September de 2025.
5561,Teleférico de Madrid,Madrid,2025-08-24 00:00:00,Museo,Auditiva,1,8,Cubierto,Por confirmar,https://teleferico.emtmadrid.es/,Disfruta de un museo familiar en Teleférico de Madrid en Madrid el 24 de August de 2025.
5562,Museo Naval de Madrid,Madrid,2025-07-24 00:00:00,Parque Temático,Visual,5,2,Al aire libre,Desde 10€,https://www.armada.mde.es/MuseoNaval/,Disfruta de un parque temático familiar en Museo Naval de Madrid en Madrid el 24 de July de 2025.
5563,Festival Pirineos Sur,Madrid,2025-08-02 00:00:00,Espectáculo,Visual,3,5,Cubierto,Desde 30€,https://pirineos-sur.es/,Disfruta de un espectáculo familiar en Festival Pirineos Sur en Madrid el 2 de August de 2025.
5564,Dinópolis Teruel,Teruel,2025-09-05 00:00:00,Museo,Visual,1,0,Cubierto,Gratis,https://www.dinopolis.com/,Disfruta de un museo familiar en Dinópolis Teruel en Teruel el 5 de September de 2025.
5566,Museo de Cera de Madrid,Madrid,2025-09-26 00:00:00,Concierto,Ninguna,3,8,Cubierto,Desde 20€,https://www.museoceramadrid.com/,Disfruta de un concierto familiar en Museo de Cera de Madrid en Madrid el 26 de September de 2025.
5567,L'Aquàrium Barcelona,Barcelona,2025-01-11 00:00:00,Espectáculo,Cognitiva,5,0,Cubierto,Por confirmar,https://www.aquariumbcn.com/,Disfruta de un espectáculo familiar en L'Aquàrium Barcelona en Barcelona el 11 de January de 2025.
5568,Museo Naval de Madrid,Madrid,2025-05-11 00:00:00,Exposición,Auditiva,1,5,Al aire libre,Desde 10€,https://www.armada.mde.es/MuseoNaval/,Disfruta de un exposición familiar en Museo Naval de Madrid en Madrid el 11 de May de 2025.
5569,L'Aquàrium Barcelona,Barcelona,2025-12-06 00:00:00,Festival,Movilidad reducida,3,5,Cubierto,Desde 10€,https://www.aquariumbcn.com/,Disfruta de un festival familiar en L'Aquàrium Barcelona en Barcelona el 6 de December de 2025.
5570,L'Aquàrium Barcelona,Barcelona,2025-03-17 00:00:00,Espectáculo,Movilidad reducida,3,2,Al aire libre,Desde 20€,https://www.aquariumbcn.com/,Disfruta de un espectáculo familiar en L'Aquàrium Barcelona en Barcelona el 17 de March de 2025.
5571,Dinópolis Teruel,Teruel,2025-07-30 00:00:00,Literatura,Auditiva,2,8,Cubierto,Gratis,https://www.dinopolis.com/,Disfruta de un literatura familiar en Dinópolis Teruel en Teruel el 30 de July de 2025.
5572,Festival Pirineos Sur,Madrid,2025-06-28 00:00:00,Literatura,Auditiva,1,5,Cubierto,Gratis,https://pirineos-sur.es/,Disfruta de un literatura familiar en Festival Pirineos Sur en Madrid el 28 de June de 2025.
5573,Museo de Cera de Madrid,Madrid,2025-03-12 00:00:00,Literatura,Visual,2,5,Cubierto,Gratis,https://www.museoceramadrid.com/,Disfruta de un literatura familiar en Museo de Cera de Madrid en Madrid el 12 de March de 2025.
5574,Atlantis Aquarium Madrid,Madrid,2025-07-03 00:00:00,Museo,Visual,1,8,Al aire libre,Desde 20€,https://www.atlantisaquarium-madrid.es/,Disfruta de un museo familiar en Atlantis Aquarium Madrid en Madrid el 3 de July de 2025.
5575,Festival Tomavistas Madrid,Madrid,2025-03-10 00:00:00,Espectáculo,Auditiva,3,0,Cubierto,Desde 30€,https://www.tomavistasfestival.com/,Disfruta de un espectáculo familiar en Festival Tomavistas Madrid en Madrid el 10 de March de 2025.
5576,Teleférico de Madrid,Madrid,2025-08-09 00:00:00,Parque Temático,Cognitiva,5,2,Al aire libre,Desde 30€,https://teleferico.emtmadrid.es/,Disfruta de un parque temático familiar en Teleférico de Madrid en Madrid el 9 de August de 2025.
5577,Karting Ángel Burgueño Madrid,Madrid,2025-02-18 00:00:00,Museo,Movilidad reducida,2,0,Al aire libre,Desde 30€,https://kartingangelburgueno.com/,Disfruta de un museo familiar en Karting Ángel Burgueño Madrid en Madrid el 18 de February de 2025.
5578,Parque de Aventuras Amazonia,Madrid,2025-05-29 00:00:00,Parque Temático,Auditiva,4,5,Cubierto,Gratis,https://www.parqueaventuraamazonia.com/,Disfruta de un parque temático familiar en Parque de Aventuras Amazonia en Madrid el 29 de May de 2025.
5581,Museo del Prado actividades familiares,Bizkaia,2025-02-11 00:00:00,Museo,Visual,1,2,Cubierto,Desde 30€,https://www.museodelprado.es/,Disfruta de un museo familiar en Museo del Prado actividades familiares en Bizkaia el 11 de February de 2025.
5582,Museo Interactivo de la Música Málaga,Málaga,2025-07-16 00:00:00,Festival,Auditiva,3,2,Al aire libre,Desde 30€,https://www.musicaenaccion.com/,Disfruta de un festival familiar en Museo Interactivo de la Música Málaga en Málaga el 16 de July de 2025.
5584,Pinocho en el Circo - Teatro San Pol,Barcelona,2025-08-12 00:00:00,Literatura,Visual,1,0,Cubierto,Desde 20€,https://teatrosanpol.com/,Disfruta de un literatura familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 12 de August de 2025.
5586,Parque Gulliver Valencia,Valencia,2025-06-26 00:00:00,Festival,Ninguna,5,0,Cubierto,Desde 30€,https://www.visitvalencia.com/,Disfruta de un festival familiar en Parque Gulliver Valencia en Valencia el 26 de June de 2025.
5587,Parque Faunia Madrid,Madrid,2025-05-07 00:00:00,Parque Temático,Movilidad reducida,4,0,Cubierto,Desde 5€,https://www.faunia.es/,Disfruta de un parque temático familiar en Parque Faunia Madrid en Madrid el 7 de May de 2025.
5593,Concierto Aitana Estadio Metropolitano,Madrid,2025-02-01 00:00:00,Museo,Auditiva,2,2,Cubierto,Desde 20€,https://aitanamusic.es/,Disfruta de un museo familiar en Concierto Aitana Estadio Metropolitano en Madrid el 1 de February de 2025.
5594,Concierto Aitana Estadio Metropolitano,Madrid,2025-11-04 00:00:00,Festival,Auditiva,5,8,Al aire libre,Gratis,https://aitanamusic.es/,Disfruta de un festival familiar en Concierto Aitana Estadio Metropolitano en Madrid el 4 de November de 2025.
