id_evento,nombre_evento,ubicacion,fecha,categoria,necesidad_especial,integrantes,edad_minima,modalidad,precio,link
5001,Castillo de Manzanares el Real,Real,2025-12-27 00:00:00,Espectáculo,Auditiva,3,8,Al aire libre,Por confirmar,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
5002,Jurassic World Experience Madrid,Experience Madrid,2025-03-24 00:00:00,Espectáculo,Cognitiva,5,0,Al aire libre,Desde 20€,https://jurassicworldexperience.es/
5003,Festival Emérita Lúdica Mérida,Mérida,2025-01-19 00:00:00,Museo,Auditiva,1,0,Al aire libre,Desde 5€,https://meridaludica.com/
5004,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-02-15 00:00:00,Exposición,Cognitiva,2,0,Cubierto,Desde 10€,https://cac.es/
5005,Museo de la Ciencia Valladolid,Valladolid,2025-06-26 00:00:00,Literatura,Visual,1,2,Al aire libre,Desde 20€,https://museocienciavalladolid.es/
5006,Pueblo Español de Barcelona,de Barcelona,2025-06-30 00:00:00,Literatura,Movilidad reducida,2,5,Cubierto,Desde 20€,https://poble-espanyol.com/
5007,Festival de Magia - Parque de Atracciones,Atracciones,2025-03-09 00:00:00,Literatura,Auditiva,1,8,Cubierto,Desde 5€,https://parquedeatracciones.es/eventos/festival-magia
5008,Harpia Balaguer Medieval Lleida,Lleida,2025-03-05 00:00:00,Parque Temático,Visual,5,2,Cubierto,Desde 30€,https://balaguer.cat/portal/
5009,Harpia Balaguer Medieval Lleida,Lleida,2025-12-23 00:00:00,Espectáculo,Movilidad reducida,5,5,Al aire libre,Desde 10€,https://balaguer.cat/portal/
5010,L'Aquàrium Barcelona,L'Aquàrium Barcelona,2025-06-07 00:00:00,Museo,Ninguna,2,8,Cubierto,Desde 30€,https://www.aquariumbcn.com/
5011,Harpia Balaguer Medieval Lleida,Lleida,2025-06-09 00:00:00,Parque Temático,Visual,3,5,Al aire libre,Desde 20€,https://balaguer.cat/portal/
5012,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-08-12 00:00:00,Parque Temático,Visual,5,5,Al aire libre,Por confirmar,https://museumofillusions.es/madrid/
5013,Festival Pirineos Sur,Sur,2025-11-28 00:00:00,Literatura,Movilidad reducida,1,8,Cubierto,Por confirmar,https://pirineos-sur.es/
5014,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-01-07 00:00:00,Museo,Movilidad reducida,1,8,Cubierto,Desde 5€,https://www.oceanografic.org/
5015,PortAventura World,World,2025-05-27 00:00:00,Parque Temático,Cognitiva,3,8,Al aire libre,Desde 20€,https://www.portaventuraworld.com/
5016,Jurassic World Experience Madrid,Experience Madrid,2025-06-15 00:00:00,Parque Temático,Ninguna,3,5,Cubierto,Desde 10€,https://jurassicworldexperience.es/
5017,Museo del Ferrocarril de Madrid,de Madrid,2025-10-29 00:00:00,Literatura,Cognitiva,1,8,Al aire libre,Desde 20€,https://www.museodelferrocarril.org/
5018,CaixaForum Madrid,CaixaForum Madrid,2025-03-17 00:00:00,Concierto,Movilidad reducida,3,2,Cubierto,Desde 30€,https://caixaforum.org/es/madrid
5019,Festival de los Sentidos Albacete,Albacete,2025-11-16 00:00:00,Museo,Visual,1,0,Cubierto,Desde 5€,https://festivaldelossentidos.com/
5020,CosmoCaixa Barcelona,CosmoCaixa Barcelona,2025-12-15 00:00:00,Museo,Auditiva,1,2,Cubierto,Por confirmar,https://cosmocaixa.org/
5021,Festival Tomavistas Madrid,Tomavistas Madrid,2025-12-23 00:00:00,Museo,Cognitiva,2,0,Al aire libre,Gratis,https://www.tomavistasfestival.com/
5022,Museo del Chocolate Astorga,Astorga,2025-03-02 00:00:00,Museo,Movilidad reducida,1,2,Cubierto,Gratis,https://museodelchocolateastorga.com/
5023,Festival de Magia - Parque de Atracciones,Atracciones,2025-06-13 00:00:00,Concierto,Auditiva,4,2,Cubierto,Desde 30€,https://parquedeatracciones.es/eventos/festival-magia
5024,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-03-07 00:00:00,Museo,Visual,1,2,Al aire libre,Desde 10€,https://parquedecabarceno.com/
5025,Museo del Prado actividades familiares,familiares,2025-09-20 00:00:00,Festival,Movilidad reducida,5,0,Cubierto,Desde 10€,https://www.museodelprado.es/
5026,Feria Medieval Ibiza,Ibiza,2025-12-20 00:00:00,Parque Temático,Cognitiva,5,8,Al aire libre,Desde 10€,https://ibiza.travel/
5027,Museo Interactivo de la Música Málaga,Málaga,2025-04-26 00:00:00,Exposición,Visual,1,5,Al aire libre,Desde 10€,https://www.musicaenaccion.com/
5028,Museo del Ferrocarril de Madrid,de Madrid,2025-10-25 00:00:00,Festival,Auditiva,3,5,Cubierto,Desde 5€,https://www.museodelferrocarril.org/
5029,Zoo Aquarium de Madrid,de Madrid,2025-10-19 00:00:00,Literatura,Auditiva,2,2,Cubierto,Desde 10€,https://www.zoomadrid.com/
5030,Jurassic World Experience Madrid,Experience Madrid,2025-07-21 00:00:00,Espectáculo,Cognitiva,3,0,Al aire libre,Desde 10€,https://jurassicworldexperience.es/
5031,Feria Medieval Ibiza,Ibiza,2025-04-03 00:00:00,Literatura,Auditiva,2,2,Cubierto,Desde 20€,https://ibiza.travel/
5032,Laberinto de Villapresente Cantabria,Cantabria,2025-04-07 00:00:00,Espectáculo,Movilidad reducida,5,8,Al aire libre,Desde 30€,https://laberintodevillapresente.es/
5033,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-04-28 00:00:00,Literatura,Visual,1,2,Al aire libre,Desde 5€,https://parquedecabarceno.com/
5034,Teleférico de Madrid,de Madrid,2025-10-22 00:00:00,Espectáculo,Visual,4,8,Al aire libre,Desde 10€,https://teleferico.emtmadrid.es/
5035,Maratón de los Cuentos Guadalajara,Guadalajara,2025-01-13 00:00:00,Parque Temático,Movilidad reducida,3,0,Al aire libre,Por confirmar,https://www.maratondeloscuentos.org/
5036,Festival Tomavistas Madrid,Tomavistas Madrid,2025-10-06 00:00:00,Concierto,Ninguna,3,8,Cubierto,Desde 5€,https://www.tomavistasfestival.com/
5037,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-05-14 00:00:00,Festival,Ninguna,3,0,Al aire libre,Gratis,https://parquedecabarceno.com/
5038,Dinópolis Teruel,Teruel,2025-09-24 00:00:00,Museo,Cognitiva,2,2,Al aire libre,Desde 10€,https://www.dinopolis.com/
5039,Museo de la Felicidad Madrid,Felicidad Madrid,2025-01-24 00:00:00,Literatura,Movilidad reducida,1,5,Cubierto,Desde 5€,https://www.museodelafelicidad.es/
5040,Zoo Aquarium de Madrid,de Madrid,2025-11-27 00:00:00,Espectáculo,Cognitiva,4,5,Al aire libre,Por confirmar,https://www.zoomadrid.com/
5041,Bioparc Valencia,Bioparc Valencia,2025-12-21 00:00:00,Parque Temático,Cognitiva,5,8,Al aire libre,Gratis,https://www.bioparcvalencia.es/
5042,Museo Nacional de Ciencias Naturales,Naturales,2025-01-17 00:00:00,Parque Temático,Cognitiva,4,2,Al aire libre,Gratis,https://www.mncn.csic.es/
5043,Parque de Aventuras Amazonia,Amazonia,2025-11-07 00:00:00,Exposición,Ninguna,2,2,Al aire libre,Desde 20€,https://www.parqueaventuraamazonia.com/
5044,Museo Interactivo de la Música Málaga,Málaga,2025-12-09 00:00:00,Concierto,Movilidad reducida,4,5,Cubierto,Gratis,https://www.musicaenaccion.com/
5045,Pinocho en el Circo - Teatro San Pol,Pol,2025-11-29 00:00:00,Festival,Movilidad reducida,3,5,Al aire libre,Desde 5€,https://teatrosanpol.com/
5046,Familyland Tres Cantos,Cantos,2025-10-20 00:00:00,Concierto,Ninguna,3,8,Al aire libre,Desde 20€,https://familyland.es/
5047,Museo del Prado actividades familiares,familiares,2025-01-28 00:00:00,Exposición,Visual,1,2,Cubierto,Por confirmar,https://www.museodelprado.es/
5048,Zoo Aquarium de Madrid,de Madrid,2025-07-04 00:00:00,Concierto,Movilidad reducida,5,8,Al aire libre,Desde 10€,https://www.zoomadrid.com/
5049,Museo del Prado actividades familiares,familiares,2025-09-09 00:00:00,Literatura,Cognitiva,1,5,Al aire libre,Desde 5€,https://www.museodelprado.es/
5050,PortAventura World,World,2025-12-25 00:00:00,Exposición,Movilidad reducida,1,8,Cubierto,Desde 30€,https://www.portaventuraworld.com/
5051,Museo Interactivo de la Música Málaga,Málaga,2025-11-08 00:00:00,Espectáculo,Movilidad reducida,5,2,Al aire libre,Gratis,https://www.musicaenaccion.com/
5052,Jurassic World Experience Madrid,Experience Madrid,2025-06-05 00:00:00,Museo,Visual,2,5,Cubierto,Desde 30€,https://jurassicworldexperience.es/
5053,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-12-21 00:00:00,Literatura,Cognitiva,1,8,Cubierto,Desde 5€,https://parquedecabarceno.com/
5054,Parque Faunia Madrid,Faunia Madrid,2025-06-30 00:00:00,Espectáculo,Cognitiva,4,5,Al aire libre,Por confirmar,https://www.faunia.es/
5055,Isla Mágica Sevilla,Mágica Sevilla,2025-01-25 00:00:00,Concierto,Visual,3,5,Al aire libre,Desde 5€,https://www.islamagica.es/
5056,Acuario de Gijón,Gijón,2025-01-06 00:00:00,Concierto,Ninguna,5,2,Cubierto,Desde 10€,https://acuariodegijon.es/
5057,Museo del Ferrocarril de Madrid,de Madrid,2025-11-08 00:00:00,Concierto,Cognitiva,5,0,Cubierto,Desde 5€,https://www.museodelferrocarril.org/
5058,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-05-02 00:00:00,Exposición,Movilidad reducida,2,5,Al aire libre,Desde 10€,https://aitanamusic.es/
5059,Maratón de los Cuentos Guadalajara,Guadalajara,2025-10-25 00:00:00,Festival,Cognitiva,4,0,Al aire libre,Desde 20€,https://www.maratondeloscuentos.org/
5060,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-12-28 00:00:00,Museo,Auditiva,2,2,Al aire libre,Por confirmar,https://cac.es/
5061,Museo Guggenheim actividades familiares,familiares,2025-03-18 00:00:00,Museo,Auditiva,1,0,Al aire libre,Desde 20€,https://www.guggenheim-bilbao.eus/
5062,CosmoCaixa Barcelona,CosmoCaixa Barcelona,2025-05-26 00:00:00,Museo,Movilidad reducida,2,0,Al aire libre,Desde 5€,https://cosmocaixa.org/
5063,Biblioteca Eugenio Trías actividades infantiles,infantiles,2025-11-23 00:00:00,Museo,Cognitiva,2,5,Cubierto,Gratis,https://www.madrid.es/portales/munimadrid
5064,Museo Interactivo de la Música Málaga,Málaga,2025-05-30 00:00:00,Espectáculo,Auditiva,4,2,Al aire libre,Desde 20€,https://www.musicaenaccion.com/
5065,Parque Warner Madrid,Warner Madrid,2025-08-01 00:00:00,Literatura,Movilidad reducida,2,0,Cubierto,Desde 30€,https://www.parquewarner.com/
5066,Parque Gulliver Valencia,Gulliver Valencia,2025-05-23 00:00:00,Festival,Ninguna,5,2,Al aire libre,Por confirmar,https://www.visitvalencia.com/
5067,Biblioteca Eugenio Trías actividades infantiles,infantiles,2025-02-09 00:00:00,Literatura,Visual,2,2,Cubierto,Desde 5€,https://www.madrid.es/portales/munimadrid
5068,Festival Emérita Lúdica Mérida,Mérida,2025-04-03 00:00:00,Espectáculo,Ninguna,5,8,Cubierto,Desde 5€,https://meridaludica.com/
5069,Museo de la Ciencia Valladolid,Valladolid,2025-03-23 00:00:00,Exposición,Movilidad reducida,1,5,Cubierto,Desde 20€,https://museocienciavalladolid.es/
5070,Laberinto de Villapresente Cantabria,Cantabria,2025-10-17 00:00:00,Parque Temático,Ninguna,4,2,Cubierto,Por confirmar,https://laberintodevillapresente.es/
5071,Museo Nacional de Ciencias Naturales,Naturales,2025-11-24 00:00:00,Exposición,Auditiva,2,5,Cubierto,Desde 30€,https://www.mncn.csic.es/
5072,Museo de Cera de Madrid,de Madrid,2025-06-08 00:00:00,Literatura,Cognitiva,2,5,Al aire libre,Por confirmar,https://www.museoceramadrid.com/
5073,Dinópolis Teruel,Teruel,2025-02-09 00:00:00,Festival,Cognitiva,3,0,Cubierto,Desde 10€,https://www.dinopolis.com/
5074,Festival Tomavistas Madrid,Tomavistas Madrid,2025-09-30 00:00:00,Espectáculo,Auditiva,3,5,Cubierto,Desde 20€,https://www.tomavistasfestival.com/
5075,Museo del Chocolate Astorga,Astorga,2025-05-12 00:00:00,Concierto,Movilidad reducida,5,0,Cubierto,Por confirmar,https://museodelchocolateastorga.com/
5076,Museo Interactivo de la Música Málaga,Málaga,2025-05-12 00:00:00,Festival,Visual,3,2,Al aire libre,Por confirmar,https://www.musicaenaccion.com/
5077,Parque Warner Madrid,Warner Madrid,2025-01-03 00:00:00,Exposición,Movilidad reducida,1,8,Cubierto,Desde 10€,https://www.parquewarner.com/
5078,Teleférico de Madrid,de Madrid,2025-03-18 00:00:00,Concierto,Ninguna,5,8,Cubierto,Gratis,https://teleferico.emtmadrid.es/
5079,Museo de Cera de Madrid,de Madrid,2025-01-19 00:00:00,Parque Temático,Ninguna,3,0,Cubierto,Por confirmar,https://www.museoceramadrid.com/
5080,CaixaForum Madrid,CaixaForum Madrid,2025-01-10 00:00:00,Espectáculo,Ninguna,4,0,Al aire libre,Desde 10€,https://caixaforum.org/es/madrid
5081,Museo del Ferrocarril de Madrid,de Madrid,2025-10-08 00:00:00,Espectáculo,Visual,5,0,Al aire libre,Desde 5€,https://www.museodelferrocarril.org/
5082,Museo Naval de Madrid,de Madrid,2025-04-02 00:00:00,Museo,Ninguna,2,2,Al aire libre,Desde 5€,https://www.armada.mde.es/MuseoNaval/
5083,Teleférico de Madrid,de Madrid,2025-01-02 00:00:00,Concierto,Auditiva,3,8,Al aire libre,Desde 30€,https://teleferico.emtmadrid.es/
5084,Museo de Cera de Madrid,de Madrid,2025-01-22 00:00:00,Espectáculo,Auditiva,4,2,Al aire libre,Gratis,https://www.museoceramadrid.com/
5085,Museo del Chocolate Astorga,Astorga,2025-07-07 00:00:00,Concierto,Visual,4,5,Al aire libre,Gratis,https://museodelchocolateastorga.com/
5086,Maratón de los Cuentos Guadalajara,Guadalajara,2025-03-28 00:00:00,Exposición,Auditiva,1,5,Al aire libre,Desde 30€,https://www.maratondeloscuentos.org/
5087,Feria del Caballo Jerez,Jerez,2025-09-08 00:00:00,Festival,Visual,4,0,Al aire libre,Gratis,https://feriadelcaballojerez.com/
5088,Museo de la Ciencia Valladolid,Valladolid,2025-02-10 00:00:00,Festival,Visual,3,5,Cubierto,Desde 20€,https://museocienciavalladolid.es/
5089,Bioparc Valencia,Bioparc Valencia,2025-03-17 00:00:00,Literatura,Auditiva,2,5,Al aire libre,Desde 30€,https://www.bioparcvalencia.es/
5090,Acuario de Gijón,Gijón,2025-06-18 00:00:00,Museo,Auditiva,1,5,Cubierto,Desde 30€,https://acuariodegijon.es/
5091,Museo del Prado actividades familiares,familiares,2025-10-15 00:00:00,Espectáculo,Cognitiva,5,5,Cubierto,Desde 30€,https://www.museodelprado.es/
5092,Museo del Mar de Galicia,Galicia,2025-11-25 00:00:00,Espectáculo,Visual,4,2,Al aire libre,Desde 10€,https://museodomar.xunta.gal/
5093,Festival de Magia - Parque de Atracciones,Atracciones,2025-07-24 00:00:00,Parque Temático,Ninguna,5,8,Al aire libre,Desde 20€,https://parquedeatracciones.es/eventos/festival-magia
5094,Castillo de Manzanares el Real,Real,2025-10-07 00:00:00,Festival,Auditiva,4,0,Cubierto,Desde 5€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
5095,Museo Guggenheim actividades familiares,familiares,2025-12-06 00:00:00,Parque Temático,Cognitiva,5,2,Al aire libre,Por confirmar,https://www.guggenheim-bilbao.eus/
5096,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-07-12 00:00:00,Literatura,Auditiva,1,2,Cubierto,Por confirmar,https://parquedecabarceno.com/
5097,Bioparc Valencia,Bioparc Valencia,2025-02-25 00:00:00,Espectáculo,Ninguna,4,8,Cubierto,Por confirmar,https://www.bioparcvalencia.es/
5098,Festival de los Sentidos Albacete,Albacete,2025-03-10 00:00:00,Parque Temático,Movilidad reducida,4,2,Al aire libre,Por confirmar,https://festivaldelossentidos.com/
5099,Pueblo Español de Barcelona,de Barcelona,2025-07-01 00:00:00,Exposición,Movilidad reducida,1,2,Cubierto,Desde 20€,https://poble-espanyol.com/
5100,Festival Pirineos Sur,Sur,2025-01-19 00:00:00,Literatura,Auditiva,2,0,Cubierto,Desde 20€,https://pirineos-sur.es/
5101,Familyland Tres Cantos,Cantos,2025-02-10 00:00:00,Concierto,Visual,3,2,Cubierto,Desde 20€,https://familyland.es/
5102,Zoo Aquarium de Madrid,de Madrid,2025-02-03 00:00:00,Literatura,Cognitiva,2,8,Al aire libre,Por confirmar,https://www.zoomadrid.com/
5103,Feria del Caballo Jerez,Jerez,2025-12-07 00:00:00,Literatura,Visual,1,5,Al aire libre,Gratis,https://feriadelcaballojerez.com/
5104,Festival de Magia - Parque de Atracciones,Atracciones,2025-12-24 00:00:00,Literatura,Visual,1,2,Al aire libre,Desde 5€,https://parquedeatracciones.es/eventos/festival-magia
5105,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-04-30 00:00:00,Exposición,Movilidad reducida,1,2,Cubierto,Gratis,https://parquedecabarceno.com/
5106,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-03-12 00:00:00,Literatura,Ninguna,1,5,Cubierto,Desde 5€,https://parquedecabarceno.com/
5107,Museo del Chocolate Astorga,Astorga,2025-04-20 00:00:00,Parque Temático,Ninguna,3,2,Al aire libre,Desde 30€,https://museodelchocolateastorga.com/
5108,Feria del Caballo Jerez,Jerez,2025-01-14 00:00:00,Espectáculo,Visual,4,0,Cubierto,Desde 5€,https://feriadelcaballojerez.com/
5109,Jurassic World Experience Madrid,Experience Madrid,2025-10-25 00:00:00,Parque Temático,Cognitiva,5,2,Cubierto,Desde 5€,https://jurassicworldexperience.es/
5110,Parque Warner Madrid,Warner Madrid,2025-06-24 00:00:00,Festival,Ninguna,5,8,Al aire libre,Desde 10€,https://www.parquewarner.com/
5111,CosmoCaixa Barcelona,CosmoCaixa Barcelona,2025-01-14 00:00:00,Espectáculo,Auditiva,5,8,Al aire libre,Desde 5€,https://cosmocaixa.org/
5112,CaixaForum Barcelona,CaixaForum Barcelona,2025-09-30 00:00:00,Festival,Visual,3,2,Al aire libre,Gratis,https://caixaforum.org/es/barcelona
5113,Karting Ángel Burgueño Madrid,Burgueño Madrid,2025-11-13 00:00:00,Concierto,Movilidad reducida,5,8,Cubierto,Por confirmar,https://kartingangelburgueno.com/
5114,Feria Medieval Ibiza,Ibiza,2025-05-19 00:00:00,Espectáculo,Movilidad reducida,5,8,Cubierto,Desde 30€,https://ibiza.travel/
5115,Museo Nacional de Ciencias Naturales,Naturales,2025-10-20 00:00:00,Exposición,Ninguna,1,5,Cubierto,Desde 30€,https://www.mncn.csic.es/
5116,Maratón de los Cuentos Guadalajara,Guadalajara,2025-08-19 00:00:00,Exposición,Auditiva,2,2,Cubierto,Desde 30€,https://www.maratondeloscuentos.org/
5117,Harpia Balaguer Medieval Lleida,Lleida,2025-12-17 00:00:00,Festival,Cognitiva,3,8,Cubierto,Por confirmar,https://balaguer.cat/portal/
5118,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-02-13 00:00:00,Festival,Visual,4,5,Cubierto,Desde 20€,https://aitanamusic.es/
5119,Bioparc Valencia,Bioparc Valencia,2025-11-06 00:00:00,Museo,Auditiva,1,2,Al aire libre,Desde 20€,https://www.bioparcvalencia.es/
5120,PortAventura World,World,2025-06-17 00:00:00,Festival,Cognitiva,3,2,Al aire libre,Desde 20€,https://www.portaventuraworld.com/
5121,Karting Ángel Burgueño Madrid,Burgueño Madrid,2025-06-27 00:00:00,Exposición,Movilidad reducida,2,5,Al aire libre,Por confirmar,https://kartingangelburgueno.com/
5122,Museo del Chocolate Astorga,Astorga,2025-11-14 00:00:00,Exposición,Ninguna,1,0,Cubierto,Gratis,https://museodelchocolateastorga.com/
5123,Pueblo Español de Barcelona,de Barcelona,2025-12-29 00:00:00,Literatura,Ninguna,2,5,Cubierto,Desde 30€,https://poble-espanyol.com/
5124,Festival Tomavistas Madrid,Tomavistas Madrid,2025-04-18 00:00:00,Festival,Movilidad reducida,5,0,Al aire libre,Por confirmar,https://www.tomavistasfestival.com/
5125,Museo de Cera de Madrid,de Madrid,2025-11-09 00:00:00,Concierto,Auditiva,4,8,Al aire libre,Desde 20€,https://www.museoceramadrid.com/
5126,Museo de Cera de Madrid,de Madrid,2025-12-21 00:00:00,Museo,Cognitiva,2,0,Al aire libre,Gratis,https://www.museoceramadrid.com/
5127,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-11-03 00:00:00,Parque Temático,Auditiva,3,0,Cubierto,Por confirmar,https://museumofillusions.es/madrid/
5128,Zoo Aquarium de Madrid,de Madrid,2025-11-03 00:00:00,Concierto,Auditiva,4,8,Cubierto,Desde 10€,https://www.zoomadrid.com/
5129,Harpia Balaguer Medieval Lleida,Lleida,2025-04-08 00:00:00,Festival,Visual,5,8,Al aire libre,Por confirmar,https://balaguer.cat/portal/
5130,Acuario de Gijón,Gijón,2025-07-14 00:00:00,Parque Temático,Cognitiva,5,2,Cubierto,Gratis,https://acuariodegijon.es/
5131,Parque Faunia Madrid,Faunia Madrid,2025-02-18 00:00:00,Espectáculo,Visual,4,2,Cubierto,Desde 30€,https://www.faunia.es/
5132,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-10-15 00:00:00,Museo,Ninguna,1,5,Al aire libre,Por confirmar,https://museumofillusions.es/madrid/
5133,Zoo Aquarium de Madrid,de Madrid,2025-08-01 00:00:00,Literatura,Visual,1,2,Al aire libre,Por confirmar,https://www.zoomadrid.com/
5134,Feria del Caballo Jerez,Jerez,2025-12-01 00:00:00,Espectáculo,Ninguna,5,0,Al aire libre,Desde 20€,https://feriadelcaballojerez.com/
5135,PortAventura World,World,2025-09-22 00:00:00,Festival,Cognitiva,5,0,Al aire libre,Desde 20€,https://www.portaventuraworld.com/
5136,Biblioteca Eugenio Trías actividades infantiles,infantiles,2025-11-04 00:00:00,Literatura,Ninguna,1,8,Al aire libre,Desde 20€,https://www.madrid.es/portales/munimadrid
5137,Museo Nacional de Ciencias Naturales,Naturales,2025-05-25 00:00:00,Concierto,Cognitiva,3,5,Al aire libre,Desde 5€,https://www.mncn.csic.es/
5138,CaixaForum Barcelona,CaixaForum Barcelona,2025-10-02 00:00:00,Festival,Ninguna,3,0,Al aire libre,Desde 20€,https://caixaforum.org/es/barcelona
5139,Museo Nacional de Ciencias Naturales,Naturales,2025-09-22 00:00:00,Museo,Ninguna,2,2,Al aire libre,Desde 20€,https://www.mncn.csic.es/
5140,Bioparc Valencia,Bioparc Valencia,2025-02-04 00:00:00,Exposición,Auditiva,2,0,Cubierto,Desde 5€,https://www.bioparcvalencia.es/
5141,Parque Warner Madrid,Warner Madrid,2025-04-27 00:00:00,Espectáculo,Auditiva,5,0,Cubierto,Desde 10€,https://www.parquewarner.com/
5142,Karting Ángel Burgueño Madrid,Burgueño Madrid,2025-11-18 00:00:00,Parque Temático,Cognitiva,4,0,Al aire libre,Por confirmar,https://kartingangelburgueno.com/
5143,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-06-21 00:00:00,Concierto,Cognitiva,3,8,Cubierto,Desde 30€,https://cac.es/
5144,Museo Nacional de Ciencias Naturales,Naturales,2025-11-29 00:00:00,Exposición,Visual,1,5,Cubierto,Gratis,https://www.mncn.csic.es/
5145,Harpia Balaguer Medieval Lleida,Lleida,2025-10-10 00:00:00,Museo,Auditiva,1,2,Cubierto,Desde 5€,https://balaguer.cat/portal/
5146,Parque de Aventuras Amazonia,Amazonia,2025-06-12 00:00:00,Museo,Movilidad reducida,2,0,Al aire libre,Por confirmar,https://www.parqueaventuraamazonia.com/
5147,Parque Faunia Madrid,Faunia Madrid,2025-01-28 00:00:00,Parque Temático,Cognitiva,5,8,Cubierto,Desde 30€,https://www.faunia.es/
5148,Festival de los Sentidos Albacete,Albacete,2025-06-30 00:00:00,Festival,Auditiva,3,0,Cubierto,Desde 30€,https://festivaldelossentidos.com/
5149,Festival Tomavistas Madrid,Tomavistas Madrid,2025-02-08 00:00:00,Espectáculo,Movilidad reducida,3,2,Cubierto,Desde 5€,https://www.tomavistasfestival.com/
5150,Isla Mágica Sevilla,Mágica Sevilla,2025-03-24 00:00:00,Literatura,Auditiva,2,0,Al aire libre,Por confirmar,https://www.islamagica.es/
5151,Jurassic World Experience Madrid,Experience Madrid,2025-05-20 00:00:00,Literatura,Visual,1,2,Cubierto,Desde 10€,https://jurassicworldexperience.es/
5152,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-11-02 00:00:00,Concierto,Ninguna,5,2,Cubierto,Desde 20€,https://cac.es/
5153,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-02-17 00:00:00,Festival,Cognitiva,4,8,Cubierto,Desde 30€,https://cac.es/
5154,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-06-25 00:00:00,Parque Temático,Ninguna,5,8,Cubierto,Por confirmar,https://www.oceanografic.org/
5155,Acuario de Gijón,Gijón,2025-02-04 00:00:00,Literatura,Ninguna,1,5,Al aire libre,Desde 20€,https://acuariodegijon.es/
5156,Museo del Ferrocarril de Madrid,de Madrid,2025-10-18 00:00:00,Museo,Ninguna,1,0,Al aire libre,Desde 5€,https://www.museodelferrocarril.org/
5157,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-09-24 00:00:00,Parque Temático,Ninguna,4,0,Al aire libre,Desde 20€,https://cac.es/
5158,Museo Nacional de Ciencias Naturales,Naturales,2025-08-25 00:00:00,Literatura,Auditiva,1,5,Cubierto,Gratis,https://www.mncn.csic.es/
5159,Parque Warner Madrid,Warner Madrid,2025-07-21 00:00:00,Concierto,Auditiva,5,0,Al aire libre,Gratis,https://www.parquewarner.com/
5160,Karting Ángel Burgueño Madrid,Burgueño Madrid,2025-05-03 00:00:00,Parque Temático,Visual,4,0,Cubierto,Desde 20€,https://kartingangelburgueno.com/
5161,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-08-18 00:00:00,Museo,Visual,1,8,Cubierto,Desde 30€,https://www.oceanografic.org/
5162,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-12-03 00:00:00,Parque Temático,Ninguna,3,2,Cubierto,Desde 10€,https://parquedecabarceno.com/
5163,Parque Gulliver Valencia,Gulliver Valencia,2025-08-23 00:00:00,Museo,Ninguna,1,5,Cubierto,Desde 10€,https://www.visitvalencia.com/
5164,Museo de Cera de Madrid,de Madrid,2025-01-15 00:00:00,Concierto,Cognitiva,5,5,Al aire libre,Desde 30€,https://www.museoceramadrid.com/
5165,Feria Medieval Ibiza,Ibiza,2025-08-10 00:00:00,Parque Temático,Movilidad reducida,4,0,Al aire libre,Por confirmar,https://ibiza.travel/
5166,Castillo de Manzanares el Real,Real,2025-12-13 00:00:00,Parque Temático,Ninguna,4,5,Cubierto,Desde 10€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
5167,Festival Pirineos Sur,Sur,2025-08-16 00:00:00,Concierto,Visual,5,8,Al aire libre,Desde 5€,https://pirineos-sur.es/
5168,Laberinto de Villapresente Cantabria,Cantabria,2025-10-12 00:00:00,Literatura,Cognitiva,1,2,Cubierto,Desde 30€,https://laberintodevillapresente.es/
5169,Laberinto de Villapresente Cantabria,Cantabria,2025-09-13 00:00:00,Parque Temático,Movilidad reducida,4,0,Al aire libre,Desde 10€,https://laberintodevillapresente.es/
5170,Karting Ángel Burgueño Madrid,Burgueño Madrid,2025-12-30 00:00:00,Concierto,Cognitiva,5,5,Al aire libre,Por confirmar,https://kartingangelburgueno.com/
