id_evento,nombre_evento,tipo_actividad,descripcion,ubicacion,fecha,categoria,necesidad_especial,integrantes,edad_minima,modalidad,precio,link
4785,Concierto Aitana Estadio Metropolitano,,Disfruta de un espectáculo familiar en Concierto Aitana Estadio Metropolitano en Madrid el 12 de March de 2025.,Madrid,2025-03-12 00:00:00,Espectáculo,Cognitiva,3,2,Al aire libre,Por confirmar,https://aitanamusic.es/
4787,Teleférico de Madrid,,Disfruta de un concierto familiar en Teleférico de Madrid en Madrid el 12 de October de 2025.,Madrid,2025-10-12 00:00:00,Concierto,Auditiva,4,8,Cubierto,Desde 5€,https://teleferico.emtmadrid.es/
4788,Feria del Caballo Jerez,,Disfruta de un literatura familiar en Feria del Caballo Jerez en Cádiz el 28 de January de 2025.,Cádiz,2025-01-28 00:00:00,Literatura,Visual,1,8,Al aire libre,Desde 20€,https://feriadelcaballojerez.com/
4789,Laberinto de Villapresente Cantabria,,Disfruta de un parque temático familiar en Laberinto de Villapresente Cantabria en Cantabria el 21 de April de 2025.,Cantabria,2025-04-21 00:00:00,Parque Temático,Visual,5,5,Al aire libre,Desde 30€,https://laberintodevillapresente.es/
4790,Festival de Magia - Parque de Atracciones,,Disfruta de un espectáculo familiar en Festival de Magia - Parque de Atracciones en Madrid el 29 de September de 2025.,Madrid,2025-09-29 00:00:00,Espectáculo,Ninguna,4,8,Al aire libre,Desde 5€,https://parquedeatracciones.es/eventos/festival-magia
4792,Harpia Balaguer Medieval Lleida,,Disfruta de un parque temático familiar en Harpia Balaguer Medieval Lleida en Lleida el 11 de August de 2025.,Lleida,2025-08-11 00:00:00,Parque Temático,Auditiva,4,5,Al aire libre,Desde 10€,https://balaguer.cat/portal/
4793,Atlantis Aquarium Madrid,,Disfruta de un concierto familiar en Atlantis Aquarium Madrid en Madrid el 7 de October de 2025.,Madrid,2025-10-07 00:00:00,Concierto,Ninguna,4,8,Cubierto,Por confirmar,https://www.atlantisaquarium-madrid.es/
4794,Jurassic World Experience Madrid,,Disfruta de un parque temático familiar en Jurassic World Experience Madrid en Madrid el 16 de August de 2025.,Madrid,2025-08-16 00:00:00,Parque Temático,Ninguna,3,8,Cubierto,Desde 20€,https://jurassicworldexperience.es/
4795,CaixaForum Madrid,,Disfruta de un concierto familiar en CaixaForum Madrid en Madrid el 1 de December de 2025.,Madrid,2025-12-01 00:00:00,Concierto,Auditiva,5,8,Cubierto,Desde 5€,https://caixaforum.org/es/madrid
4796,PortAventura World,,Disfruta de un exposición familiar en PortAventura World en Madrid el 6 de December de 2025.,Madrid,2025-12-06 00:00:00,Exposición,Movilidad reducida,2,0,Cubierto,Por confirmar,https://www.portaventuraworld.com/
4798,Parque de Aventuras Amazonia,,Disfruta de un museo familiar en Parque de Aventuras Amazonia en Madrid el 15 de April de 2025.,Madrid,2025-04-15 00:00:00,Museo,Cognitiva,1,0,Cubierto,Desde 5€,https://www.parqueaventuraamazonia.com/
4799,Maratón de los Cuentos Guadalajara,,Disfruta de un exposición familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 25 de March de 2025.,Guadalajara,2025-03-25 00:00:00,Exposición,Movilidad reducida,1,0,Al aire libre,Por confirmar,https://www.maratondeloscuentos.org/
4800,Laberinto de Villapresente Cantabria,,Disfruta de un festival familiar en Laberinto de Villapresente Cantabria en Cantabria el 4 de February de 2025.,Cantabria,2025-02-04 00:00:00,Festival,Auditiva,3,8,Al aire libre,Desde 20€,https://laberintodevillapresente.es/
4802,Museo Interactivo de la Música Málaga,,Disfruta de un concierto familiar en Museo Interactivo de la Música Málaga en Málaga el 12 de July de 2025.,Málaga,2025-07-12 00:00:00,Concierto,Visual,5,2,Al aire libre,Desde 30€,https://www.musicaenaccion.com/
4803,Castillo de Manzanares el Real,,Disfruta de un parque temático familiar en Castillo de Manzanares el Real en Ciudad Real el 12 de July de 2025.,Ciudad Real,2025-07-12 00:00:00,Parque Temático,Visual,3,2,Al aire libre,Gratis,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
4805,Atlantis Aquarium Madrid,,Disfruta de un parque temático familiar en Atlantis Aquarium Madrid en Madrid el 11 de January de 2025.,Madrid,2025-01-11 00:00:00,Parque Temático,Cognitiva,4,2,Al aire libre,Desde 20€,https://www.atlantisaquarium-madrid.es/
4806,Museo de las Ilusiones Madrid,,Disfruta de un literatura familiar en Museo de las Ilusiones Madrid en Madrid el 4 de February de 2025.,Madrid,2025-02-04 00:00:00,Literatura,Ninguna,1,2,Cubierto,Desde 5€,https://museumofillusions.es/madrid/
4807,Acuario de Gijón,,Disfruta de un parque temático familiar en Acuario de Gijón en Asturias el 5 de October de 2025.,Asturias,2025-10-05 00:00:00,Parque Temático,Auditiva,4,2,Cubierto,Desde 20€,https://acuariodegijon.es/
4809,Parque de la Naturaleza de Cabárceno Cantabria,,Disfruta de un exposición familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 21 de August de 2025.,Cantabria,2025-08-21 00:00:00,Exposición,Movilidad reducida,1,2,Cubierto,Desde 5€,https://parquedecabarceno.com/
4810,Atlantis Aquarium Madrid,,Disfruta de un parque temático familiar en Atlantis Aquarium Madrid en Madrid el 4 de January de 2025.,Madrid,2025-01-04 00:00:00,Parque Temático,Ninguna,4,8,Al aire libre,Por confirmar,https://www.atlantisaquarium-madrid.es/
4812,Familyland Tres Cantos,,Disfruta de un literatura familiar en Familyland Tres Cantos en Madrid el 10 de May de 2025.,Madrid,2025-05-10 00:00:00,Literatura,Visual,1,8,Cubierto,Desde 30€,https://familyland.es/
4813,Parque Gulliver Valencia,,Disfruta de un concierto familiar en Parque Gulliver Valencia en Valencia el 8 de July de 2025.,Valencia,2025-07-08 00:00:00,Concierto,Auditiva,3,0,Cubierto,Desde 20€,https://www.visitvalencia.com/
4814,Parque Gulliver Valencia,,Disfruta de un espectáculo familiar en Parque Gulliver Valencia en Valencia el 7 de December de 2025.,Valencia,2025-12-07 00:00:00,Espectáculo,Auditiva,5,2,Al aire libre,Desde 10€,https://www.visitvalencia.com/
4816,CosmoCaixa Barcelona,,Disfruta de un exposición familiar en CosmoCaixa Barcelona en Barcelona el 2 de September de 2025.,Barcelona,2025-09-02 00:00:00,Exposición,Cognitiva,1,0,Cubierto,Desde 10€,https://cosmocaixa.org/
4817,Pinocho en el Circo - Teatro San Pol,,Disfruta de un concierto familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 15 de December de 2025.,Barcelona,2025-12-15 00:00:00,Concierto,Auditiva,3,2,Al aire libre,Desde 30€,https://teatrosanpol.com/
4818,Concierto Aitana Estadio Metropolitano,,Disfruta de un concierto familiar en Concierto Aitana Estadio Metropolitano en Madrid el 6 de September de 2025.,Madrid,2025-09-06 00:00:00,Concierto,Ninguna,5,0,Al aire libre,Desde 30€,https://aitanamusic.es/
4819,Karting Ángel Burgueño Madrid,,Disfruta de un exposición familiar en Karting Ángel Burgueño Madrid en Madrid el 11 de May de 2025.,Madrid,2025-05-11 00:00:00,Exposición,Movilidad reducida,2,5,Cubierto,Desde 10€,https://kartingangelburgueno.com/
4820,Feria Medieval Ibiza,,Disfruta de un espectáculo familiar en Feria Medieval Ibiza en Illes Balears el 19 de August de 2025.,Illes Balears,2025-08-19 00:00:00,Espectáculo,Ninguna,3,0,Al aire libre,Desde 20€,https://ibiza.travel/
4821,Ciudad de las Artes y las Ciencias Valencia,,Disfruta de un exposición familiar en Ciudad de las Artes y las Ciencias Valencia en Valencia el 29 de March de 2025.,Valencia,2025-03-29 00:00:00,Exposición,Cognitiva,1,0,Al aire libre,Desde 5€,https://cac.es/
4822,Festival Emérita Lúdica Mérida,,Disfruta de un museo familiar en Festival Emérita Lúdica Mérida en Badajoz el 10 de April de 2025.,Badajoz,2025-04-10 00:00:00,Museo,Visual,1,2,Al aire libre,Por confirmar,https://meridaludica.com/
4823,PortAventura World,,Disfruta de un espectáculo familiar en PortAventura World en Madrid el 12 de November de 2025.,Madrid,2025-11-12 00:00:00,Espectáculo,Movilidad reducida,3,2,Cubierto,Desde 5€,https://www.portaventuraworld.com/
4824,Biblioteca Eugenio Trías actividades infantiles,,Disfruta de un museo familiar en Biblioteca Eugenio Trías actividades infantiles en Madrid el 6 de November de 2025.,Madrid,2025-11-06 00:00:00,Museo,Visual,2,0,Cubierto,Por confirmar,https://www.madrid.es/portales/munimadrid
4825,Concierto Aitana Estadio Metropolitano,,Disfruta de un concierto familiar en Concierto Aitana Estadio Metropolitano en Madrid el 15 de November de 2025.,Madrid,2025-11-15 00:00:00,Concierto,Cognitiva,4,5,Cubierto,Gratis,https://aitanamusic.es/
4827,Concierto Aitana Estadio Metropolitano,,Disfruta de un festival familiar en Concierto Aitana Estadio Metropolitano en Madrid el 8 de August de 2025.,Madrid,2025-08-08 00:00:00,Festival,Movilidad reducida,4,0,Al aire libre,Por confirmar,https://aitanamusic.es/
4828,Biblioteca Eugenio Trías actividades infantiles,,Disfruta de un festival familiar en Biblioteca Eugenio Trías actividades infantiles en Madrid el 2 de August de 2025.,Madrid,2025-08-02 00:00:00,Festival,Movilidad reducida,4,2,Al aire libre,Desde 5€,https://www.madrid.es/portales/munimadrid
4831,L'Aquàrium Barcelona,,Disfruta de un parque temático familiar en L'Aquàrium Barcelona en Barcelona el 15 de November de 2025.,Barcelona,2025-11-15 00:00:00,Parque Temático,Ninguna,5,8,Al aire libre,Desde 10€,https://www.aquariumbcn.com/
4832,Acuario de Gijón,,Disfruta de un festival familiar en Acuario de Gijón en Asturias el 18 de March de 2025.,Asturias,2025-03-18 00:00:00,Festival,Ninguna,5,8,Cubierto,Desde 30€,https://acuariodegijon.es/
4833,Museo de las Ilusiones Madrid,,Disfruta de un parque temático familiar en Museo de las Ilusiones Madrid en Madrid el 26 de October de 2025.,Madrid,2025-10-26 00:00:00,Parque Temático,Movilidad reducida,3,2,Al aire libre,Gratis,https://museumofillusions.es/madrid/
4835,Feria del Caballo Jerez,,Disfruta de un concierto familiar en Feria del Caballo Jerez en Cádiz el 18 de December de 2025.,Cádiz,2025-12-18 00:00:00,Concierto,Movilidad reducida,4,2,Al aire libre,Desde 20€,https://feriadelcaballojerez.com/
4838,Festival Pirineos Sur,,Disfruta de un museo familiar en Festival Pirineos Sur en Madrid el 7 de October de 2025.,Madrid,2025-10-07 00:00:00,Museo,Auditiva,2,8,Al aire libre,Desde 20€,https://pirineos-sur.es/
4839,Parque Faunia Madrid,,Disfruta de un parque temático familiar en Parque Faunia Madrid en Madrid el 4 de October de 2025.,Madrid,2025-10-04 00:00:00,Parque Temático,Visual,4,8,Cubierto,Desde 30€,https://www.faunia.es/
4840,Festival de Magia - Parque de Atracciones,,Disfruta de un museo familiar en Festival de Magia - Parque de Atracciones en Madrid el 17 de November de 2025.,Madrid,2025-11-17 00:00:00,Museo,Ninguna,2,5,Al aire libre,Gratis,https://parquedeatracciones.es/eventos/festival-magia
4842,CaixaForum Barcelona,,Disfruta de un museo familiar en CaixaForum Barcelona en Barcelona el 26 de October de 2025.,Barcelona,2025-10-26 00:00:00,Museo,Visual,1,0,Cubierto,Gratis,https://caixaforum.org/es/barcelona
4843,Museo de las Ilusiones Madrid,,Disfruta de un espectáculo familiar en Museo de las Ilusiones Madrid en Madrid el 27 de December de 2025.,Madrid,2025-12-27 00:00:00,Espectáculo,Cognitiva,4,5,Cubierto,Desde 30€,https://museumofillusions.es/madrid/
4845,Pinocho en el Circo - Teatro San Pol,,Disfruta de un espectáculo familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 5 de March de 2025.,Barcelona,2025-03-05 00:00:00,Espectáculo,Visual,5,2,Al aire libre,Gratis,https://teatrosanpol.com/
4846,Castillo de Manzanares el Real,,Disfruta de un exposición familiar en Castillo de Manzanares el Real en Ciudad Real el 22 de January de 2025.,Ciudad Real,2025-01-22 00:00:00,Exposición,Cognitiva,1,5,Cubierto,Desde 5€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
4847,Castillo de Manzanares el Real,,Disfruta de un festival familiar en Castillo de Manzanares el Real en Ciudad Real el 29 de April de 2025.,Ciudad Real,2025-04-29 00:00:00,Festival,Cognitiva,4,0,Al aire libre,Por confirmar,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
4848,Parque de la Naturaleza de Cabárceno Cantabria,,Disfruta de un espectáculo familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 25 de January de 2025.,Cantabria,2025-01-25 00:00:00,Espectáculo,Movilidad reducida,5,5,Al aire libre,Desde 10€,https://parquedecabarceno.com/
4849,Parque Faunia Madrid,,Disfruta de un festival familiar en Parque Faunia Madrid en Madrid el 24 de March de 2025.,Madrid,2025-03-24 00:00:00,Festival,Auditiva,5,0,Al aire libre,Desde 5€,https://www.faunia.es/
4850,CaixaForum Barcelona,,Disfruta de un exposición familiar en CaixaForum Barcelona en Barcelona el 4 de February de 2025.,Barcelona,2025-02-04 00:00:00,Exposición,Auditiva,2,8,Cubierto,Por confirmar,https://caixaforum.org/es/barcelona
4851,Festival de los Sentidos Albacete,,Disfruta de un parque temático familiar en Festival de los Sentidos Albacete en Albacete el 15 de March de 2025.,Albacete,2025-03-15 00:00:00,Parque Temático,Auditiva,4,2,Al aire libre,Desde 20€,https://festivaldelossentidos.com/
4852,Familyland Tres Cantos,,Disfruta de un concierto familiar en Familyland Tres Cantos en Madrid el 7 de August de 2025.,Madrid,2025-08-07 00:00:00,Concierto,Ninguna,4,8,Al aire libre,Desde 20€,https://familyland.es/
4853,Parque Faunia Madrid,,Disfruta de un parque temático familiar en Parque Faunia Madrid en Madrid el 29 de August de 2025.,Madrid,2025-08-29 00:00:00,Parque Temático,Cognitiva,3,2,Al aire libre,Gratis,https://www.faunia.es/
4854,Parque de Aventuras Amazonia,,Disfruta de un parque temático familiar en Parque de Aventuras Amazonia en Madrid el 14 de May de 2025.,Madrid,2025-05-14 00:00:00,Parque Temático,Auditiva,3,5,Cubierto,Desde 10€,https://www.parqueaventuraamazonia.com/
4855,Museo Interactivo de la Música Málaga,,Disfruta de un exposición familiar en Museo Interactivo de la Música Málaga en Málaga el 25 de August de 2025.,Málaga,2025-08-25 00:00:00,Exposición,Auditiva,2,5,Cubierto,Desde 20€,https://www.musicaenaccion.com/
4857,Castillo de Manzanares el Real,,Disfruta de un museo familiar en Castillo de Manzanares el Real en Ciudad Real el 24 de November de 2025.,Ciudad Real,2025-11-24 00:00:00,Museo,Auditiva,2,0,Cubierto,Desde 10€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
4858,Pueblo Español de Barcelona,,Disfruta de un espectáculo familiar en Pueblo Español de Barcelona en Barcelona el 27 de September de 2025.,Barcelona,2025-09-27 00:00:00,Espectáculo,Cognitiva,4,5,Cubierto,Desde 10€,https://poble-espanyol.com/
4859,Castillo de Manzanares el Real,,Disfruta de un concierto familiar en Castillo de Manzanares el Real en Ciudad Real el 6 de March de 2025.,Ciudad Real,2025-03-06 00:00:00,Concierto,Ninguna,4,2,Cubierto,Desde 5€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
4860,Feria del Caballo Jerez,,Disfruta de un parque temático familiar en Feria del Caballo Jerez en Cádiz el 27 de June de 2025.,Cádiz,2025-06-27 00:00:00,Parque Temático,Ninguna,5,0,Cubierto,Desde 5€,https://feriadelcaballojerez.com/
4861,Museo del Ferrocarril de Madrid,,Disfruta de un concierto familiar en Museo del Ferrocarril de Madrid en Madrid el 12 de May de 2025.,Madrid,2025-05-12 00:00:00,Concierto,Ninguna,4,5,Al aire libre,Por confirmar,https://www.museodelferrocarril.org/
4862,L'Aquàrium Barcelona,,Disfruta de un festival familiar en L'Aquàrium Barcelona en Barcelona el 11 de December de 2025.,Barcelona,2025-12-11 00:00:00,Festival,Movilidad reducida,3,2,Cubierto,Por confirmar,https://www.aquariumbcn.com/
4863,Bioparc Valencia,,Disfruta de un museo familiar en Bioparc Valencia en Valencia el 21 de August de 2025.,Valencia,2025-08-21 00:00:00,Museo,Cognitiva,2,0,Al aire libre,Por confirmar,https://www.bioparcvalencia.es/
4864,Feria Medieval Ibiza,,Disfruta de un festival familiar en Feria Medieval Ibiza en Illes Balears el 18 de April de 2025.,Illes Balears,2025-04-18 00:00:00,Festival,Ninguna,5,0,Cubierto,Desde 10€,https://ibiza.travel/
4865,Laberinto de Villapresente Cantabria,,Disfruta de un parque temático familiar en Laberinto de Villapresente Cantabria en Cantabria el 11 de March de 2025.,Cantabria,2025-03-11 00:00:00,Parque Temático,Movilidad reducida,3,5,Cubierto,Desde 20€,https://laberintodevillapresente.es/
4866,Festival de Magia - Parque de Atracciones,,Disfruta de un literatura familiar en Festival de Magia - Parque de Atracciones en Madrid el 22 de January de 2025.,Madrid,2025-01-22 00:00:00,Literatura,Ninguna,1,5,Cubierto,Desde 10€,https://parquedeatracciones.es/eventos/festival-magia
4868,Pueblo Español de Barcelona,,Disfruta de un museo familiar en Pueblo Español de Barcelona en Barcelona el 19 de August de 2025.,Barcelona,2025-08-19 00:00:00,Museo,Cognitiva,2,8,Cubierto,Por confirmar,https://poble-espanyol.com/
4869,Jurassic World Experience Madrid,,Disfruta de un parque temático familiar en Jurassic World Experience Madrid en Madrid el 10 de November de 2025.,Madrid,2025-11-10 00:00:00,Parque Temático,Ninguna,5,2,Cubierto,Desde 20€,https://jurassicworldexperience.es/
4870,Castillo de Manzanares el Real,,Disfruta de un literatura familiar en Castillo de Manzanares el Real en Ciudad Real el 15 de February de 2025.,Ciudad Real,2025-02-15 00:00:00,Literatura,Ninguna,2,8,Cubierto,Desde 5€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
4872,Museo Naval de Madrid,,Disfruta de un festival familiar en Museo Naval de Madrid en Madrid el 28 de January de 2025.,Madrid,2025-01-28 00:00:00,Festival,Ninguna,5,8,Al aire libre,Desde 10€,https://www.armada.mde.es/MuseoNaval/
4873,Isla Mágica Sevilla,,Disfruta de un exposición familiar en Isla Mágica Sevilla en Sevilla el 10 de June de 2025.,Sevilla,2025-06-10 00:00:00,Exposición,Ninguna,1,8,Cubierto,Gratis,https://www.islamagica.es/
4874,Parque de Aventuras Amazonia,,Disfruta de un literatura familiar en Parque de Aventuras Amazonia en Madrid el 27 de August de 2025.,Madrid,2025-08-27 00:00:00,Literatura,Ninguna,1,0,Al aire libre,Desde 20€,https://www.parqueaventuraamazonia.com/
4875,Feria del Caballo Jerez,,Disfruta de un museo familiar en Feria del Caballo Jerez en Cádiz el 8 de November de 2025.,Cádiz,2025-11-08 00:00:00,Museo,Cognitiva,2,2,Cubierto,Desde 10€,https://feriadelcaballojerez.com/
4876,Museo del Mar de Galicia,,Disfruta de un espectáculo familiar en Museo del Mar de Galicia en A Coruña el 1 de April de 2025.,A Coruña,2025-04-01 00:00:00,Espectáculo,Visual,3,5,Al aire libre,Desde 10€,https://museodomar.xunta.gal/
4877,Oceanogràfic Valencia,,Disfruta de un espectáculo familiar en Oceanogràfic Valencia en Valencia el 12 de September de 2025.,Valencia,2025-09-12 00:00:00,Espectáculo,Auditiva,4,5,Al aire libre,Gratis,https://www.oceanografic.org/
4878,Museo de la Ciencia Valladolid,,Disfruta de un festival familiar en Museo de la Ciencia Valladolid en Valladolid el 31 de May de 2025.,Valladolid,2025-05-31 00:00:00,Festival,Ninguna,5,0,Cubierto,Por confirmar,https://museocienciavalladolid.es/
4879,Karting Ángel Burgueño Madrid,,Disfruta de un parque temático familiar en Karting Ángel Burgueño Madrid en Madrid el 12 de September de 2025.,Madrid,2025-09-12 00:00:00,Parque Temático,Movilidad reducida,5,5,Al aire libre,Desde 30€,https://kartingangelburgueno.com/
4883,Museo de Cera de Madrid,,Disfruta de un parque temático familiar en Museo de Cera de Madrid en Madrid el 11 de April de 2025.,Madrid,2025-04-11 00:00:00,Parque Temático,Auditiva,4,8,Cubierto,Desde 20€,https://www.museoceramadrid.com/
4886,CosmoCaixa Barcelona,,Disfruta de un exposición familiar en CosmoCaixa Barcelona en Barcelona el 12 de July de 2025.,Barcelona,2025-07-12 00:00:00,Exposición,Movilidad reducida,1,0,Al aire libre,Desde 10€,https://cosmocaixa.org/
4889,Pinocho en el Circo - Teatro San Pol,,Disfruta de un parque temático familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 5 de April de 2025.,Barcelona,2025-04-05 00:00:00,Parque Temático,Movilidad reducida,4,0,Al aire libre,Desde 20€,https://teatrosanpol.com/
4891,Jurassic World Experience Madrid,,Disfruta de un exposición familiar en Jurassic World Experience Madrid en Madrid el 17 de November de 2025.,Madrid,2025-11-17 00:00:00,Exposición,Cognitiva,1,8,Al aire libre,Desde 5€,https://jurassicworldexperience.es/
4892,Feria Medieval Ibiza,,Disfruta de un espectáculo familiar en Feria Medieval Ibiza en Illes Balears el 6 de January de 2025.,Illes Balears,2025-01-06 00:00:00,Espectáculo,Auditiva,3,2,Cubierto,Por confirmar,https://ibiza.travel/
4894,Feria del Caballo Jerez,,Disfruta de un museo familiar en Feria del Caballo Jerez en Cádiz el 25 de August de 2025.,Cádiz,2025-08-25 00:00:00,Museo,Ninguna,1,8,Cubierto,Por confirmar,https://feriadelcaballojerez.com/
4895,Parque de Aventuras Amazonia,,Disfruta de un espectáculo familiar en Parque de Aventuras Amazonia en Madrid el 24 de December de 2025.,Madrid,2025-12-24 00:00:00,Espectáculo,Visual,5,0,Cubierto,Desde 20€,https://www.parqueaventuraamazonia.com/
4896,Castillo de Manzanares el Real,,Disfruta de un exposición familiar en Castillo de Manzanares el Real en Ciudad Real el 29 de September de 2025.,Ciudad Real,2025-09-29 00:00:00,Exposición,Cognitiva,1,0,Al aire libre,Por confirmar,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
4897,Pueblo Español de Barcelona,,Disfruta de un festival familiar en Pueblo Español de Barcelona en Barcelona el 30 de May de 2025.,Barcelona,2025-05-30 00:00:00,Festival,Visual,4,2,Al aire libre,Desde 30€,https://poble-espanyol.com/
4898,Museo Nacional de Ciencias Naturales,,Disfruta de un exposición familiar en Museo Nacional de Ciencias Naturales en Madrid el 4 de December de 2025.,Madrid,2025-12-04 00:00:00,Exposición,Cognitiva,1,0,Al aire libre,Desde 5€,https://www.mncn.csic.es/
4899,Familyland Tres Cantos,,Disfruta de un exposición familiar en Familyland Tres Cantos en Madrid el 2 de April de 2025.,Madrid,2025-04-02 00:00:00,Exposición,Movilidad reducida,1,8,Al aire libre,Gratis,https://familyland.es/
4900,Pueblo Español de Barcelona,,Disfruta de un museo familiar en Pueblo Español de Barcelona en Barcelona el 27 de August de 2025.,Barcelona,2025-08-27 00:00:00,Museo,Visual,1,0,Cubierto,Desde 10€,https://poble-espanyol.com/
4901,Bioparc Valencia,,Disfruta de un concierto familiar en Bioparc Valencia en Valencia el 22 de May de 2025.,Valencia,2025-05-22 00:00:00,Concierto,Visual,3,2,Al aire libre,Por confirmar,https://www.bioparcvalencia.es/
4902,Museo Naval de Madrid,,Disfruta de un festival familiar en Museo Naval de Madrid en Madrid el 22 de October de 2025.,Madrid,2025-10-22 00:00:00,Festival,Auditiva,4,5,Cubierto,Por confirmar,https://www.armada.mde.es/MuseoNaval/
4904,Harpia Balaguer Medieval Lleida,,Disfruta de un exposición familiar en Harpia Balaguer Medieval Lleida en Lleida el 26 de November de 2025.,Lleida,2025-11-26 00:00:00,Exposición,Auditiva,2,2,Al aire libre,Gratis,https://balaguer.cat/portal/
4905,Laberinto de Villapresente Cantabria,,Disfruta de un museo familiar en Laberinto de Villapresente Cantabria en Cantabria el 24 de November de 2025.,Cantabria,2025-11-24 00:00:00,Museo,Cognitiva,2,8,Al aire libre,Por confirmar,https://laberintodevillapresente.es/
4906,Parque Gulliver Valencia,,Disfruta de un exposición familiar en Parque Gulliver Valencia en Valencia el 23 de January de 2025.,Valencia,2025-01-23 00:00:00,Exposición,Ninguna,2,0,Al aire libre,Desde 5€,https://www.visitvalencia.com/
4907,Oceanogràfic Valencia,,Disfruta de un museo familiar en Oceanogràfic Valencia en Valencia el 8 de January de 2025.,Valencia,2025-01-08 00:00:00,Museo,Movilidad reducida,2,2,Cubierto,Por confirmar,https://www.oceanografic.org/
4908,Atlantis Aquarium Madrid,,Disfruta de un parque temático familiar en Atlantis Aquarium Madrid en Madrid el 18 de March de 2025.,Madrid,2025-03-18 00:00:00,Parque Temático,Ninguna,4,2,Cubierto,Desde 30€,https://www.atlantisaquarium-madrid.es/
4909,Dinópolis Teruel,,Disfruta de un concierto familiar en Dinópolis Teruel en Teruel el 9 de October de 2025.,Teruel,2025-10-09 00:00:00,Concierto,Movilidad reducida,5,0,Al aire libre,Por confirmar,https://www.dinopolis.com/
4910,Oceanogràfic Valencia,,Disfruta de un exposición familiar en Oceanogràfic Valencia en Valencia el 18 de October de 2025.,Valencia,2025-10-18 00:00:00,Exposición,Visual,1,8,Al aire libre,Gratis,https://www.oceanografic.org/
4913,PortAventura World,,Disfruta de un parque temático familiar en PortAventura World en Madrid el 19 de August de 2025.,Madrid,2025-08-19 00:00:00,Parque Temático,Movilidad reducida,4,2,Cubierto,Desde 5€,https://www.portaventuraworld.com/
4915,Castillo de Manzanares el Real,,Disfruta de un concierto familiar en Castillo de Manzanares el Real en Ciudad Real el 4 de November de 2025.,Ciudad Real,2025-11-04 00:00:00,Concierto,Auditiva,4,5,Cubierto,Desde 20€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
4916,Zoo Aquarium de Madrid,,Disfruta de un museo familiar en Zoo Aquarium de Madrid en Madrid el 30 de November de 2025.,Madrid,2025-11-30 00:00:00,Museo,Cognitiva,1,0,Cubierto,Por confirmar,https://www.zoomadrid.com/
4917,L'Aquàrium Barcelona,,Disfruta de un literatura familiar en L'Aquàrium Barcelona en Barcelona el 3 de January de 2025.,Barcelona,2025-01-03 00:00:00,Literatura,Auditiva,1,5,Al aire libre,Desde 10€,https://www.aquariumbcn.com/
4920,Museo Nacional de Ciencias Naturales,,Disfruta de un espectáculo familiar en Museo Nacional de Ciencias Naturales en Madrid el 2 de June de 2025.,Madrid,2025-06-02 00:00:00,Espectáculo,Auditiva,4,8,Cubierto,Por confirmar,https://www.mncn.csic.es/
4921,Festival Pirineos Sur,,Disfruta de un parque temático familiar en Festival Pirineos Sur en Madrid el 7 de December de 2025.,Madrid,2025-12-07 00:00:00,Parque Temático,Cognitiva,4,2,Al aire libre,Gratis,https://pirineos-sur.es/
4923,Museo de las Ilusiones Madrid,,Disfruta de un literatura familiar en Museo de las Ilusiones Madrid en Madrid el 19 de July de 2025.,Madrid,2025-07-19 00:00:00,Literatura,Auditiva,2,8,Cubierto,Gratis,https://museumofillusions.es/madrid/
4924,Karting Ángel Burgueño Madrid,,Disfruta de un parque temático familiar en Karting Ángel Burgueño Madrid en Madrid el 23 de December de 2025.,Madrid,2025-12-23 00:00:00,Parque Temático,Ninguna,4,0,Al aire libre,Desde 5€,https://kartingangelburgueno.com/
4926,Teleférico de Madrid,,Disfruta de un espectáculo familiar en Teleférico de Madrid en Madrid el 16 de October de 2025.,Madrid,2025-10-16 00:00:00,Espectáculo,Movilidad reducida,5,8,Al aire libre,Por confirmar,https://teleferico.emtmadrid.es/
4928,Teleférico de Madrid,,Disfruta de un espectáculo familiar en Teleférico de Madrid en Madrid el 20 de April de 2025.,Madrid,2025-04-20 00:00:00,Espectáculo,Cognitiva,5,2,Cubierto,Desde 10€,https://teleferico.emtmadrid.es/
4929,Festival Emérita Lúdica Mérida,,Disfruta de un museo familiar en Festival Emérita Lúdica Mérida en Badajoz el 10 de March de 2025.,Badajoz,2025-03-10 00:00:00,Museo,Cognitiva,2,8,Al aire libre,Desde 10€,https://meridaludica.com/
