Company;TypeName;Inches;Ram;Memory;Weight;Price_euros;ScreenType;Resolution;IsTouchscreen;Cpu_Type;Memory_Cpu;OpsysType;Version;Manufacturer;MemoryGraphic;Model Base;Specifications;width;height
Lenovo;Notebook;15.6;4.0;128.0;2.2;349.0;Full HD;1920x1080;False;Intel Pentium Quad Core N4200;1.1;Windows;10;Intel;HD Graphics 505;IdeaPad 320-15IAP;;1920;1080
Lenovo;Gaming;15.6;16.0;256.0;2.4;1129.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050 Ti;Legion Y520-15IKBN;;1920;1080
Acer;Netbook;11.6;2.0;32.0;1.3;174.0;;1366x768;False;Intel Celeron Dual Core 3205U;1.5;Chrome OS;;Intel;HD Graphics;C740-C9QX ;2GB/32GB/Chrome;1366;768
Asus;Notebook;15.6;4.0;128.0;1.86;419.0;;1366x768;False;Intel Celeron Dual Core N3350;1.1;Windows;10;Intel;HD Graphics 500;L502NA-GO052T ;N3350/4GB/128GB/W10;1366;768
Asus;Gaming;17.3;16.0;256.0;2.9;1407.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050;ROG GL703VD-GC028T;;1920;1080
Lenovo;Notebook;15.6;16.0;1024.0;2.5;1099.0;Full HD;1920x1080;False;Intel Core i7 6500U;2.5;Windows;10;AMD;Radeon R7 M360;IdeaPad 500-15ISK;;1920;1080
HP;Notebook;15.6;6.0;1024.0;2.04;549.99;Full HD;1920x1080;False;AMD A9-Series 9410;2.9;Windows;10;AMD;Radeon R7 M440;Pavilion 15-AW003nv;;1920;1080
Dell;Notebook;14.0;8.0;128.0;1.6;1119.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620 ;Latitude 5480;;1920;1080
Acer;Notebook;15.6;4.0;500.0;2.4;387.0;;1366x768;False;AMD A8-Series 7410;2.2;Windows;10;AMD;Radeon R5;Aspire ES1-523;;1366;768
Lenovo;Notebook;15.6;8.0;256.0;2.3;573.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 7200U;2.5;No OS;;Intel;HD Graphics 620;V510-15IKB ;8GB/256GB/FHD/No;1920;1080
HP;Notebook;15.6;4.0;500.0;2.1;330.0;;1366x768;False;AMD E-Series 9000e;1.5;Windows;10;AMD;Radeon R2;15-rb013nv ;E2-9000e/4GB/500GB/W10;1366;768
Dell;Ultrabook;14.0;8.0;256.0;1.5;1962.98;Touchscreen;2560x1440;True;Intel Core i7 6600U;2.6;Windows;10;Intel;HD Graphics 520;Latitude E7470;;2560;1440
HP;Notebook;14.0;4.0;500.0;1.95;1060.0;;1366x768;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;ProBook 640;;1366;768
HP;Notebook;15.6;6.0;1024.0;2.19;764.0;;1366x768;False;Intel Core i7 6500U;2.5;Windows;10;AMD;Radeon R5 M330;15-AC110nv ;6GB/1TB/Radeon;1366;768
Acer;2 in 1 Convertible;13.3;8.0;256.0;1.6;999.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i5 8250U;1.6;Windows;10;Intel;UHD Graphics 620;Spin 5;;1920;1080
HP;Ultrabook;15.6;4.0;256.0;1.91;499.0;Full HD;1920x1080;False;AMD A9-Series 9420;3.0;Windows;10;AMD;Radeon 520;15-BW004nv ;4GB/256GB/Radeon;1920;1080
Chuwi;Notebook;15.6;4.0;64.0;1.89;244.99;Full HD;1920x1080;False;Intel Atom x5-Z8300;1.44;Windows;10;Intel;HD Graphics;"LapBook 15.6""";;1920;1080
Dell;Workstation;15.6;8.0;256.0;1.78;2408.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;Quadro M1200;Precision M5520;;1920;1080
HP;Notebook;17.3;8.0;256.0;2.5;923.0;Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;Nvidia;GeForce 930MX;ProBook 470;;1920;1080
Asus;Gaming;17.3;16.0;512.0;2.73;1799.0;Full HD;1920x1080;False;Intel Core i7 6700HQ;2.6;Windows;10;Nvidia;GeForce GTX 1060;Rog GL702VM-GC017T;;1920;1080
Dell;Netbook;11.6;4.0;128.0;1.63;744.0;;1366x768;False;Intel Pentium Quad Core N4200;1.1;Windows;10;Intel;HD Graphics 505;Latitude 3180;;1366;768
Toshiba;Notebook;15.6;8.0;500.0;2.2;812.0;;1366x768;False;Intel Core i7 6500U;2.5;Windows;10;Nvidia;GeForce 930M;Satellite Pro;;1366;768
Lenovo;Gaming;15.6;8.0;128.0;3.31;1196.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6700HQ;2.6;Windows;10;Nvidia;GeForce GTX 960;IdeaPad Y700-15ISK;;1920;1080
Asus;Notebook;17.3;4.0;1024.0;2.8;470.34;;1366x768;False;Intel Pentium Quad Core N4200;1.1;Windows;10;Nvidia;GeForce 920MX;X751NV-TY001 ;4GB/1TB/GeForce;1366;768
MSI;Gaming;17.3;8.0;256.0;2.6;1599.0;Full HD;1920x1080;False;Intel Core i7 6700HQ;2.6;Windows;10;Nvidia;GeForce GTX 965M;GS70 Stealth;;1920;1080
Dell;2 in 1 Convertible;17.3;16.0;512.0;2.77;1799.0;Touchscreen / Full HD;1920x1080;True;Intel Core i7 7500U;2.7;Windows;10;Nvidia;GeForce 940MX;Inspiron 7779;;1920;1080
HP;Gaming;17.3;8.0;128.0;2.75;1399.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 6300HQ;2.3;Windows;10;Nvidia;GeForce GTX 965M;Omen 17-W006na;;1920;1080
Asus;Gaming;17.3;12.0;128.0;2.2;1369.9;Full HD;1920x1080;False;Intel Core i5 7300HQ;2.5;Windows;10;Nvidia;GeForce GTX 1050;Rog GL753VD-GC082T;;1920;1080
Acer;Notebook;15.6;8.0;1024.0;2.23;742.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Nvidia;GeForce 940MX;Aspire E5-576G;;1920;1080
Dell;Ultrabook;13.3;8.0;256.0;1.23;1379.0;Touchscreen / Quad HD+;3200x1800;True;Intel Core i7 7560U;2.4;Windows;10;Intel;Iris Plus Graphics 640;XPS 13;;3200;1800
HP;Notebook;15.6;4.0;500.0;1.96;499.0;;1366x768;False;Intel Core i5 7200U;2.5;No OS;;Intel;HD Graphics 620;250 G5;;1366;768
HP;Notebook;17.3;8.0;256.0;2.5;1045.0;Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;Nvidia;GeForce 930MX ;Probook 470;;1920;1080
Asus;Notebook;15.6;4.0;500.0;2.0;349.0;;1366x768;False;AMD E-Series 7110;1.8;Windows;10;AMD;Radeon R2 Graphics;VivoBook X540YA-XX519T;;1366;768
Lenovo;Notebook;15.6;4.0;1024.0;2.2;467.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;No OS;;Intel;HD Graphics 620;IdeaPad 320-15IKBN;;1920;1080
Dell;2 in 1 Convertible;13.3;16.0;256.0;1.22;1649.0;Touchscreen / Full HD;1920x1080;True;Intel Core i7 7Y75;1.3;Windows;10;Intel;HD Graphics 615;XPS 13;;1920;1080
HP;Notebook;17.3;4.0;256.0;2.5;699.0;IPS Panel / Full HD;1920x1080;False;Intel Core i3 6006U;2.0;Windows;10;AMD;Radeon R5 520;17-bs000nv I3;;1920;1080
MSI;Gaming;18.4;32.0;512.0;4.4;2799.0;Full HD;1920x1080;False;Intel Core i7 6920HQ;2.9;Windows;10;Nvidia;GTX 980 SLI;GT80S 6QF-074US;;1920;1080
Acer;Ultrabook;14.0;8.0;256.0;1.6;770.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;Intel;UHD Graphics 620;Swift 3;;1920;1080
Dell;Notebook;15.6;8.0;128.0;2.18;713.99;;1366x768;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Vostro 3568;;1366;768
Lenovo;Notebook;15.6;4.0;1024.0;2.3;977.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 6300HQ;2.3;Windows;10;Nvidia;GeForce GTX 950M;Ideapad 700-15ISK;;1920;1080
Lenovo;Notebook;15.6;12.0;1024.0;2.2;609.0;Touchscreen;1366x768;True;Intel Core i7 8550U;1.8;Windows;10;Intel;HD Graphics 620;Ideapad 320-15IKBR;;1366;768
HP;Ultrabook;12.5;8.0;256.0;1.26;1349.0;Full HD;1920x1080;False;Intel Core i7 6500U;2.5;Windows;10;Intel;HD Graphics 520;EliteBook 820;;1920;1080
Dell;Ultrabook;13.3;8.0;256.0;1.2;1579.0;Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;Intel;UHD Graphics 620;XPS 13;;1920;1080
Dell;Gaming;17.3;16.0;128.0;4.36;2505.02;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1060;Alienware 17;;1920;1080
HP;Notebook;15.6;4.0;500.0;2.31;940.0;Full HD;1920x1080;False;Intel Core i5 6200U;2.3;Windows;7;Intel;HD Graphics 520;Probook 650;;1920;1080
HP;Gaming;17.3;16.0;256.0;3.35;1379.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050;Omen 17-W295;;1920;1080
Dell;Ultrabook;13.3;8.0;256.0;1.29;1624.0;Touchscreen / Quad HD+;3200x1800;True;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;XPS 13;;3200;1800
HP;Gaming;17.3;8.0;128.0;3.35;1129.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 6300HQ;2.3;Windows;10;Nvidia;GeForce GTX 1060;Omen -;;1920;1080
Dell;Gaming;17.3;16.0;512.0;4.36;2758.0;;2560x1440;False;Intel Core i7 6820HK;2.7;Windows;10;Nvidia;GeForce GTX 1080;Alienware 17;;2560;1440
HP;Notebook;15.6;8.0;1024.0;1.86;639.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;250 G6;;1920;1080
Lenovo;Gaming;15.6;16.0;512.0;2.4;1199.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050 Ti;Legion Y520-15IKBN;;1920;1080
Lenovo;Notebook;15.6;6.0;256.0;2.2;579.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Ideapad 320-15IKBN;;1920;1080
Acer;Gaming;15.6;8.0;1024.0;2.4;798.0;Full HD;1920x1080;False;Intel Core i5 7300HQ;2.5;Linux;;Nvidia;GeForce GTX 1050;Aspire 7;;1920;1080
Asus;Notebook;15.6;4.0;1024.0;2.0;339.0;;1366x768;False;Intel Celeron Dual Core N3350;1.1;Windows;10;Intel;HD Graphics 500;X541NA-GO020T ;N3350/4GB/1TB/W10;1366;768
HP;Ultrabook;12.5;4.0;256.0;1.26;1559.0;;1366x768;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Elitebook 820;;1366;768
Fujitsu;Notebook;15.6;8.0;256.0;2.2;799.0;;1366x768;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;LifeBook A557;;1366;768
Dell;Notebook;15.6;8.0;1024.0;1.98;726.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Linux;;Intel;HD Graphics 620;Vostro 5568;;1920;1080
Lenovo;Gaming;15.6;4.0;1024.0;2.4;999.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050;Legion Y520-15IKBN;;1920;1080
Lenovo;Notebook;15.6;8.0;512.0;1.95;1962.99;IPS Panel / Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;ThinkPad T570;;1920;1080
Asus;Gaming;17.3;16.0;256.0;3.0;1504.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX1050 Ti;FX753VE-GC155T ;16GB/1TB;1920;1080
MSI;Gaming;17.3;16.0;256.0;2.7;1599.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050 Ti;GE72VR 6RF;;1920;1080
Acer;Notebook;15.6;4.0;128.0;2.1;426.0;;1366x768;False;AMD A9-Series 9420;3.0;Windows;10;AMD;Radeon R5;Aspire 3;;1366;768
Lenovo;Notebook;15.6;4.0;1024.0;2.2;479.0;Full HD;1920x1080;False;Intel Core i3 6006U;2.0;No OS;;AMD;Radeon R5 M430;IdeaPad 110-15ISK;;1920;1080
Acer;Netbook;11.6;4.0;128.0;1.4;435.0;;1366x768;False;Intel Celeron Dual Core N3060;1.6;Windows;10;Intel;HD Graphics 400;TravelMate B;;1366;768
Dell;Gaming;15.6;16.0;512.0;2.65;1845.0;IPS Panel / 4K Ultra HD;3840x2160;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1060;Inspiron 7577;;3840;2160
HP;2 in 1 Convertible;13.3;4.0;256.0;1.28;1700.0;Touchscreen / Full HD;1920x1080;True;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;EliteBook x360;;1920;1080
Lenovo;Notebook;15.6;8.0;1024.0;2.2;429.0;;1366x768;False;AMD A12-Series 9720P;3.6;Windows;10;AMD;Radeon R7;IdeaPad 320-15ABR;;1366;768
Lenovo;Notebook;15.6;8.0;500.0;2.2;629.0;;1366x768;False;Intel Core i7 6500U;2.5;No OS;;Nvidia;GeForce 920MX;IdeaPad 310-15ISK;;1366;768
Apple;Ultrabook;12.0;8.0;256.0;0.92;1262.4;IPS Panel / Retina Display;2304x1440;False;Intel Core M m3;1.2;macOS;;Intel;HD Graphics 615;"MacBook 12""";;2304;1440
Dell;Gaming;15.6;8.0;1024.0;2.62;899.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050;Inspiron 7567;;1920;1080
Lenovo;2 in 1 Convertible;14.0;4.0;256.0;1.74;629.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i3 7100U;2.4;Windows;10;Intel;HD Graphics 620;Yoga 520-14IKB;;1920;1080
Asus;Netbook;11.6;2.0;32.0;0.98;191.9;;1366x768;False;Intel Atom x5-Z8350;1.44;Windows;10;Intel;HD Graphics 400;Vivobook E200HA;;1366;768
Lenovo;Notebook;14.0;4.0;32.0;1.43;274.0;;1366x768;False;Intel Celeron Dual Core N3060;1.6;Windows;10;Intel;HD Graphics;IdeaPad 100S-14IBR;;1366;768
Lenovo;Gaming;15.6;8.0;128.0;2.5;1048.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050;Legion Y520-15IKBN;;1920;1080
HP;Workstation;15.6;8.0;256.0;3.14;2064.9;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;Quadro M2200;ZBook 17;;1920;1080
Acer;Notebook;15.6;4.0;1024.0;2.1;447.0;;1366x768;False;Intel Core i3 6006U;2.0;Windows;10;Intel;HD Graphics 520;Aspire A315-51;;1366;768
HP;Notebook;14.0;2.0;32.0;1.44;279.0;;1366x768;False;Intel Celeron Dual Core N3060;1.6;Windows;10;Intel;HD Graphics 400;Stream 14-AX001nv;;1366;768
Asus;Ultrabook;13.3;8.0;256.0;1.2;1129.0;IPS Panel / Quad HD+;3200x1800;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Zenbook UX330UA-AH5Q;;3200;1800
Asus;Gaming;17.3;8.0;256.0;3.2;1299.0;Full HD;1920x1080;False;AMD Ryzen 1700;3.0;Windows;10;AMD;Radeon RX 580;Rog Strix;;1920;1080
Dell;Gaming;17.3;16.0;512.0;4.36;3154.0;IPS Panel / 4K Ultra HD;3840x2160;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1070;Alienware 17;;3840;2160
Dell;Gaming;15.6;8.0;1024.0;2.56;819.0;Full HD;1920x1080;False;Intel Core i5 7300HQ;2.5;Windows;10;Nvidia;GeForce GTX 1050;Inspiron 5577;;1920;1080
Apple;Ultrabook;13.3;8.0;512.0;1.37;2040.0;IPS Panel / Retina Display;2560x1600;False;Intel Core i5;3.1;macOS;;Intel;Iris Plus Graphics 650;MacBook Pro;;2560;1600
Toshiba;Notebook;15.6;16.0;256.0;2.4;1425.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6500U;2.5;Windows;10;Nvidia;GeForce 930M;Tecra A50-C-218;;1920;1080
HP;Notebook;15.6;8.0;256.0;1.86;575.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;No OS;;Intel;HD Graphics 620;250 G6;;1920;1080
HP;Notebook;15.6;8.0;256.0;1.84;1304.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;Elitebook 850;;1920;1080
Dell;2 in 1 Convertible;15.0;4.0;500.0;2.08;509.0;Touchscreen / Full HD;1920x1080;True;Intel Core i3 7100U;2.4;Windows;10;Intel;HD Graphics 620;Inspiron 5578;;1920;1080
Lenovo;Notebook;15.6;8.0;128.0;2.3;819.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Nvidia;GeForce 940MX;IdeaPad 320-15IKB;;1920;1080
Dell;Gaming;17.3;16.0;256.0;4.42;2699.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1070;Alienware 17;;1920;1080
Lenovo;Notebook;15.6;6.0;256.0;2.2;597.57;Full HD;1920x1080;False;AMD A12-Series 9720P;3.6;Windows;10;AMD;Radeon 530;IdeaPad 320-15ABR;;1920;1080
HP;Notebook;15.6;4.0;256.0;2.04;839.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;ProBook 450;;1920;1080
Lenovo;Notebook;14.0;2.0;64.0;1.5;229.0;;1366x768;False;Intel Celeron Dual Core N3050;1.6;Windows;10;Intel;HD Graphics;IdeaPad 100S-14IBR;;1366;768
HP;Notebook;15.6;8.0;2048.0;2.04;629.0;;1366x768;False;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;15-bs078cl ;i7-7500U/8GB/2TB/W10;1366;768
Dell;Notebook;15.6;4.0;500.0;2.2;369.0;;1366x768;False;Intel Pentium Quad Core N3710;1.6;Windows;10;Intel;HD Graphics;Inspiron 3552;;1366;768
Toshiba;Notebook;13.3;8.0;256.0;1.05;1475.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Portege X30-D-10V;;1920;1080
HP;Notebook;15.6;4.0;1024.0;2.1;478.0;Full HD;1920x1080;False;Intel Core i3 6006U;2.0;Windows;10;Intel;HD Graphics 520;15-bs023nv ;i3-6006U/4GB/1TB/FHD/W10;1920;1080
Lenovo;2 in 1 Convertible;13.3;8.0;256.0;1.37;1950.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;ThinkPad Yoga;;1920;1080
Dell;Notebook;15.6;4.0;500.0;1.8;309.0;;1366x768;False;Intel Celeron Dual Core N3060;1.6;Windows;10;Intel;HD Graphics 400;Inspiron 3552;;1366;768
MSI;Gaming;17.3;16.0;256.0;3.78;1545.64;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6820HK;2.7;Windows;10;Nvidia;GeForce GTX 980M;GT72S Dominator;;1920;1080
Lenovo;Notebook;15.6;4.0;1024.0;1.9;339.0;;1366x768;False;Intel Core i3 6006U;2.0;No OS;;Intel;HD Graphics 520;V110-15ISK ;4GB/1TB/No;1366;768
HP;Notebook;14.0;8.0;256.0;1.63;1031.0;Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;Nvidia;GeForce 930MX;Probook 440;;1920;1080
Dell;Notebook;17.3;16.0;512.0;2.77;1549.0;Touchscreen / Full HD;1920x1080;True;Intel Core i7 8550U;1.8;Windows;10;Nvidia;GeForce 150MX;Inspiron 7773;;1920;1080
Toshiba;Notebook;13.3;8.0;256.0;1.5;1210.0;;1366x768;False;Intel Core i5 6200U;2.3;Windows;10;Intel;HD Graphics 520;Portege A30-C-1CZ;;1366;768
Acer;Notebook;15.6;8.0;256.0;2.23;469.0;Full HD;1920x1080;False;AMD A8-Series 7410;2.2;Windows;10;AMD;Radeon R5;ES1-523-84K7 ;A8-7410/8GB/256GB/FHD/W10;1920;1080
Lenovo;Notebook;15.6;4.0;1024.0;2.2;499.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;No OS;;Nvidia;GeForce 920MX;IdeaPad 320-15IKBN;;1920;1080
HP;Notebook;17.3;8.0;1024.0;2.65;544.15;;1600x900;False;Intel Core i3 6006U;2.0;Windows;10;Intel;HD Graphics 520;17-X047na ;i3-6006U/8GB/1TB/W10;1600;900
Dell;Notebook;15.6;4.0;1024.0;2.18;657.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Vostro 3568;;1920;1080
Lenovo;Notebook;17.3;4.0;1024.0;2.79;589.0;;1600x900;False;Intel Core i5 7200U;2.5;Windows;10;Nvidia;GeForce 920MX;IdeaPad 320-17IKB;;1600;900
HP;Gaming;15.6;8.0;1024.0;2.62;899.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050;Pavilion 15-cb003nv;;1920;1080
HP;Ultrabook;12.5;4.0;500.0;1.26;1579.0;Full HD;1920x1080;False;Intel Core i5 6200U;2.3;Windows;10;Intel;HD Graphics 520;EliteBook 820;;1920;1080
Asus;Gaming;17.3;16.0;128.0;4.3;2299.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6700HQ;2.6;Windows;10;Nvidia;GeForce GTX 980M;G752VY-GC162T ;16GB/1TB;1920;1080
HP;Notebook;15.6;8.0;128.0;1.91;445.9;;1366x768;False;AMD A6-Series A6-9220;2.5;Windows;10;AMD;Radeon R4 Graphics;15-BW094nd ;A6-9220/8GB/128GB/W10;1366;768
HP;Notebook;17.3;16.0;512.0;2.5;1271.0;Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;Nvidia;GeForce 930MX ;Probook 470;;1920;1080
Lenovo;Gaming;15.6;8.0;128.0;2.5;999.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 7300HQ;2.5;Windows;10;Nvidia;GeForce GTX 1050;Legion Y520-15IKBN;;1920;1080
Lenovo;Notebook;17.3;6.0;128.0;2.8;719.0;;1600x900;False;Intel Core i5 7200U;2.5;Windows;10;Nvidia;GeForce GTX 940MX;IdeaPad 320-17IKB;;1600;900
Lenovo;Ultrabook;14.0;8.0;512.0;1.13;2282.0;IPS Panel;2560x1440;False;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;Thinkpad X1;;2560;1440
Dell;Notebook;15.6;4.0;1024.0;2.18;521.86;;1366x768;False;Intel Core i5 7200U;2.5;Linux;;Intel;HD Graphics 520;Vostro 3568;;1366;768
Acer;Notebook;13.3;4.0;128.0;1.6;655.0;;1366x768;False;Intel Core i5 6200U;2.3;Windows;10;Intel;HD Graphics 520;TravelMate P238-M;;1366;768
Lenovo;Workstation;15.6;8.0;512.0;2.67;1925.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;Quadro M1200;ThinkPad P51;;1920;1080
Dell;Notebook;15.6;12.0;1024.0;2.25;649.0;;1366x768;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Inspiron 3567;;1366;768
Toshiba;Ultrabook;14.0;16.0;512.0;1.47;1764.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6600U;2.6;Windows;10;Nvidia;GeForce 930M;Tecra Z40-C-161;;1920;1080
HP;Notebook;13.3;8.0;256.0;1.49;960.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Probook 430;;1920;1080
Dell;Netbook;11.6;4.0;16.0;1.26;295.0;;1366x768;False;Intel Celeron Dual Core N3060;1.6;Chrome OS;;Intel;HD Graphics 400;Chromebook 11;;1366;768
MSI;Gaming;15.6;8.0;128.0;2.2;1476.11;Full HD;1920x1080;False;Intel Core i7 6700HQ;2.6;Windows;10;Nvidia;GeForce GTX 1060;GP62MVR 6RF;;1920;1080
Dell;Notebook;15.6;8.0;1024.0;2.32;589.52;;1366x768;False;Intel Core i5 7200U;2.5;Linux;;AMD;Radeon R7 M445;Inspiron 5567;;1366;768
Lenovo;Notebook;17.3;8.0;1024.0;2.8;589.0;;1600x900;False;Intel Core i5 7200U;2.5;No OS;;Nvidia;GeForce GTX 940MX;IdeaPad 320-17IKB;;1600;900
Dell;Notebook;15.6;16.0;1024.0;2.3;859.01;Touchscreen / Full HD;1920x1080;True;Intel Core i7 7500U;2.7;Windows;10;AMD;Radeon R7 M445;Inspiron 5567;;1920;1080
Lenovo;2 in 1 Convertible;13.3;8.0;512.0;1.19;1499.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i7 8550U;1.8;Windows;10;Intel;UHD Graphics 620;Yoga 730;;1920;1080
Apple;Ultrabook;13.3;8.0;256.0;1.37;1803.6;IPS Panel / Retina Display;2560x1600;False;Intel Core i5;3.1;macOS;;Intel;Iris Plus Graphics 650;MacBook Pro;;2560;1600
Acer;Notebook;15.6;8.0;1024.0;2.2;579.0;;1366x768;False;AMD A10-Series 9620P;2.5;Windows;10;AMD;Radeon RX 540;Aspire 5;;1366;768
Dell;Notebook;15.6;8.0;128.0;2.2;719.0;Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;AMD;Radeon 530;Inspiron 5570;;1920;1080
HP;Notebook;17.3;6.0;2048.0;2.71;699.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;AMD;Radeon 520;17-bs001nv ;6GB/2TB/Radeon;1920;1080
Lenovo;Notebook;17.3;8.0;1024.0;2.8;539.0;;1600x900;False;Intel Core i5 7200U;2.5;No OS;;Intel;HD Graphics 620;IdeaPad 320-17IKB;;1600;900
Dell;Notebook;15.6;8.0;256.0;2.06;1749.0;Touchscreen / 4K Ultra HD;3840x2160;True;Intel Core i5 7300HQ;2.5;Windows;10;Nvidia;GeForce GTX 1050;XPS 15;;3840;2160
Lenovo;Notebook;15.6;4.0;1024.0;2.2;579.0;Full HD;1920x1080;False;Intel Core i3 6006U;2.0;Windows;10;Nvidia;GeForce 920MX ;Ideapad 320-15ISK;;1920;1080
Dell;Gaming;15.6;16.0;256.0;2.65;1499.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1060;Inspiron 7577;;1920;1080
Lenovo;2 in 1 Convertible;15.6;4.0;256.0;1.8;847.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i7 6500U;2.5;Windows;10;Intel;HD Graphics 520;Yoga 500-15ISK;;1920;1080
Lenovo;2 in 1 Convertible;14.0;16.0;512.0;1.42;2509.0;Touchscreen;2560x1440;True;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;ThinkPad X1;;2560;1440
Lenovo;Notebook;15.6;4.0;1024.0;1.9;252.36;;1366x768;False;Intel Celeron Dual Core N3350;1.1;No OS;;Intel;HD Graphics 500;V110-15IAP ;4GB/1TB/No;1366;768
